Key,Content
christmas_pack_desc,"Осветите своё Рождество!"
store_purchase_title,"Покупка в магазине 89T"
camp_avatar_pack_2_2,"Владыка Волн Набор скинов I"
camp_emoji_pack_2_2,"Владыка Волн Набор скинов II"
camp_avatar_pack_2_1,"Повелитель Огня Набор скинов I"
camp_emoji_pack_2_1,"Повелитель Огня Набор скинов II"
vip_desc,"Получить 10 вечных камней каждый день."
theme,Темы
source_shop,"Возьмите его в магазине."
resource_2,Сапфиры
christmas_gift_1,"Рождественский подарочный набор I"
resource_not_enough_common,"Недостаточно ресурсов"
gem_supply_bubble_desc,"<size=40><color=#037ddc>30-дневный базовый пропуск</color></size>

1. При покупке сразу получите {0} Кристаллов и активируйте пропуск на 30 дней.

2. В течение периода действия пропуска вы можете ежедневно получать {1} Кристаллов (обновляется в 00:00 UTC).
Не полученные за день Кристаллы не будут возмещены после истечения срока действия пропуска.

<size=40><color=#037ddc>30-дневный продвинутый пропуск</color></size>

1. При покупке сразу получите {2} драгоценных камней и активируйте пропуск на 30 дней.

2. В течение периода действия пропуска вы можете ежедневно получать {3} Кристаллов (обновляется в 00:00 UTC).
Не полученные за день Кристаллы не будут возмещены после истечения срока действия пропуска."
gf_tab_name_4,Кристаллы
camp_pack_desc,"Разблокируйте эксклюзивные скины драконов!"
gf_banner_title_5,"Фонд Камней Роста"
refresh_in,"Обновится через"
pack_off,{0}%
gem_supply_daily_title,"Награды пропуска"
pack_value,"{0}%
ценить"
purchased,Куплен
exchange_count_msg,"Пожалуйста, выберите количество элемента, который вы хотите обменять."
vip_claim_desc,"Дополнительные вечные камни ежедневно!"
shop_desc_106,"Период подписки: 1 месяц.  
Бесплатный пробный период: Наслаждайтесь 3-дневным БЕСПЛАТНЫМ пробным периодом! После окончания пробного периода с вас будет взиматься {0} в месяц.  
Автопродление: VIP-подписка является автоматически продлеваемой ежемесячной подпиской. С вашего аккаунта автоматически будет списана сумма за следующий период, если вы не отмените подписку как минимум за 24 часа до окончания текущего периода.  
Отмена продления: Вы можете управлять подпиской и отключить автопродление, перейдя в настройки вашего аккаунта в Google Play после покупки.  

Активировав данную подписку, вы получите:  
1) 10 Вечных Камней каждый день."
purchase_limit,"Ограниченное предложение"
resource_not_enough_102,"Недостаточно Сапфиров"
shop_desc_105,"Период подписки: 1 неделя.  
Бесплатная пробная версия: Наслаждайтесь 3-дневной БЕСПЛАТНОЙ пробной версией! После завершения пробного периода с вас будет взиматься {0} в неделю.  
Автоматическое продление: VIP-подписка — это еженедельная подписка с автоматическим продлением. Ваш аккаунт будет автоматически списывать плату за следующий период, если вы не отмените подписку как минимум за 24 часа до окончания текущего периода.
Отмена продления: Вы можете управлять подпиской и отключить автоматическое продление в настройках аккаунта в Google Play после покупки.

Активировав эту подписку, вы получите:  
1) 10 Вечных Камней каждый день."
pack_first,"Первый пакет покупок"
go,Идти
purchase_confirm_desc,"Потратить <color=#ffe300>{0}</color>, чтобы купить <color=#ffe300>{1}</color>?"
shop_desc_105_ios,"Период подписки: 1 неделя.  
Бесплатная пробная версия: Наслаждайтесь 3-дневной БЕСПЛАТНОЙ пробной версией! После окончания пробного периода с вас будет взиматься {0} в неделю.  
Автопродление: VIP-подписка — это еженедельная подписка с автоматическим продлением. С вашего аккаунта автоматически снимется сумма за следующий период, если вы не отмените подписку как минимум за 24 часа до окончания текущего периода.
Отмена продления: Вы можете управлять подпиской или отключить автоматическое продление в настройках учетной записи Apple в любое время после покупки.

Активируя эту подписку, вы получите:  
1) 10 Вечных Камней каждый день."
shop_desc_106_ios,"Срок подписки: 1 месяц.
Бесплатный пробный период: Насладитесь 3-дневным БЕСПЛАТНЫМ пробным периодом! После окончания пробного периода с вас будет взиматься {0} в месяц.
Автопродление: VIP-членство - это ежемесячная подписка с автоматическим продлением. С вашего аккаунта автоматически будет снята плата за следующий период, если вы не отмените подписку как минимум за 24 часа до окончания текущего периода.
Отмена продления: Вы можете управлять подпиской или отключить автопродление в настройках учетной записи Apple в любое время после покупки.

При активации этой подписки вы получите:  
1) 10 Вечных Камней каждый день."
beginner_bundle_title,"Мифический Набор"
shop_gem,Кристаллы
shop_tab_supply,Предложения
shop_goods_106,Месяц
strategy_name_30,"Обход VIII"
strategy_name_25,"Разделить VII"
strategy_name_26,"Рывок V"
strategy_name_27,"Рывок VI"
strategy_name_28,"Удар в тыл VII"
strategy_name_29,"Обход VII"
strategy_name_17,"Удар в тыл IV"
strategy_name_18,"Удар в тыл V"
strategy_name_19,"Удар в тыл VI"
strategy_name_21,"Рывок II"
strategy_name_23,"Рывок III"
strategy_name_24,"Рывок IV"
strategy_name_15,"Удар в тыл II"
strategy_name_16,"Удар в тыл III"
strategy_name_12,"Обход IV"
strategy_name_13,"Обход V"
strategy_name_14,"Обход VI"
strategy_name_7,"Разделить IV"
strategy_name_8,"Разделить V"
strategy_name_9,"Разделить VI"
strategy_name_10,"Обход II"
strategy_name_11,"Обход III"
strategy_name_5,"Разделить II"
strategy_name_6,"Разделить III"
skill_attr_30,Уклонение
skill_attr_29,Стеки
skill_attr_28,Здоровье
user_sign_reset_context,"Уважаемый Командир,

Доводим до вашего сведения, что ваша личная Подпись была сброшена из-за нарушения Правил игры, касающихся запрещенного или конфиденциального контента.

Для поддержания здоровой и дружелюбной игровой атмосферы мы просим всех игроков сохранять свои подписи уважительными и уместными для нашего мирового сообщества. Повторные нарушения могут привести к дальнейшим ограничениям функций вашей учетной записи.
Для получения дополнительной информации о нашей политике и соответствующих запросах, ознакомьтесь по ссылке <color=#0000FF><link=https://war-inc-rising-chat-rules.webflow.io/>https://war-inc-rising-chat-rules.webflow.io/</link></color>

Мы ценим ваше понимание и сотрудничество.

— Команда Поддержки War Inc: Rising"
user_face_reset_context,"Уважаемый Командир,

Наша система обнаружила, что ваше изображение профиля нарушает Правила игры и Условия обслуживания. В результате ваш аватар был сброшен до настроек по умолчанию.

Мы стремимся поддерживать дружелюбную, уважительную и безопасную атмосферу для всех игроков. Пожалуйста, убедитесь, что любые будущие загрузки соответствуют нашим правилам сообщества.
Для получения дополнительной информации о нашей политике и связанных запросах, ознакомьтесь здесь: <color=#0000FF><link=https://war-inc-rising-chat-rules.webflow.io/>https://war-inc-rising-chat-rules.webflow.io/</link></color>

Благодарим вас за сотрудничество в поддержании положительного опыта игры в War Inc: Rising для всех.

— Команда Поддержки War Inc: Rising"
refine_title_short,
overworld_season_ended_msg,"На этом всё! До встречи в следующий раз!"
clan_war_slg_reward_info,"В Войнах Кланов, помимо личных наград и наград за рейтинг клана, есть специальные награды, которые может назначить Глава клана.

Эти награды представляют честь клана и будут вручены тем, кого сочтут наиболее достойными.

Правила:

1. Каждый Участник может получить до 1 Сундука с наградой.

2. Если награды не будут назначены вовремя, они будут автоматически распределены на основе личного Рейтинга.

3. Содержимое наград зависит исключительно от итогового Рейтинга клана."
win_add_peakleague_score_msg,"Предварительный максимальный счет. Финальный счет зависит от урона, нанесенного защитнику."
switch_preview_btn,Смена
upgrades_confirm_dialog_msg,"Синтез ур.{0} {1}?"
gameplay_search_result_title,"Результаты поиска"
gameplay_search_title,"Поиск геймплея"
upgrades_confirm_dialog_cost_tips,"Потратить <color=#ffe300>{0}</color> {1} на улучшение солдата?"
defense_area_desc_1104,"Все Солдаты-Защитники получают Шанс Уклонения, Сопротивление Дереву снижено"
defense_area_desc_1103,"Урон Солдата Земли-Защитника увеличен, сопротивление Ветру снижено"
defense_area_desc_1100,"У Защитника Воин АТК увеличена, у Танк все сопротивления увеличены"
defense_area_desc_1101,"Макс. ОЗ Солдата-Защитника и Сопротивление Огню увеличены"
defense_area_desc_1102,"Все Солдаты Защитника получают Все СОПР, АТК снижено"
clan_hunt_slg_invalid_army,
clan_hunt_slg_return_main,
clan_hunt_slg_cup_title,
clan_hunt_slg_rule_tips,
clan_hunt_slg_prepare_tips,
clan_hunt_slg_rank_tips,
clan_hunt_slg_reward_title,
clan_hunt_slg_reward_info,
clan_hunt_slg_top_clan_rank_title,
clan_hunt_slg_top_clan_rank_rule_tips,
clan_hunt_slg_boss_rank_rule_tips,
clan_hunt_slg_register_desc,
clan_hunt_slg_register_tips,
clan_hunt_slg_watch_title,
clan_hunt_slg_chat_prefix_5,
clan_hunt_slg_chat_prefix_7,
clan_hunt_slg_watch_not_op,
clan_hunt_slg_watch_players,
clan_hunt_slg_room_name,
clan_hunt_slg_tile_train,
faction_progress_title,
total_score,
clan_hunt_slg_pin_limit,
clan_hunt_slg_end_title,
clan_hunt_slg_no_army,
peak_league_rule_desc,"Добро пожаловать в Высшую Лигу!

Командиры, достигшие <color=#EC6D26>высоких рангов Арены</color>, получат квалификацию в Высшую Лигу.

  Высшая Лига открывается одновременно с <color=#EC6D26>Сезоном Арены</color>.
  Первые 7 дней сезона — это <color=#EC6D26>Фаза Регистрации</color>. Квалифицированные игроки будут <color=#EC6D26>автоматически зарегистрированы</color> и могут отменить регистрацию в любое время.
  Последние 7 дней — это <color=#EC6D26>Фаза Сражений</color>. Бросайте вызов другим командирам и сражайтесь за большее количество Корон!

Правила Атаки:
  1. Командиры в лиге получают <color=#EC6D26>8 попыток сражения</color> каждый день.
  2. Пожалуйста, подтвердите ваш состав перед подбором противника. Войска <color=#EC6D26>нельзя изменить</color> после того, как противник найден.
  3. После успешного подбора противника, сражение должно начаться в течение <color=#EC6D26>180 секунд</color>. Неспособность начать или выход из сражения в процессе засчитывается как поражение.
  4. Поражения <color=#EC6D26>не</color> дают очков и <color=#EC6D26>не</color> вычитают очки.
  5. Боевые очки рассчитываются на основе вашего <color=#EC6D26>Процента Разрушения</color>. Чем выше Процент Разрушения, тем больше очков вы зарабатываете!

Правила Обороны:
  1. Защитники должны установить 3 оборонительных состава для защиты <color=#EC6D26>3 зон обороны</color>.
  2. Каждая зона обороны обладает <color=#EC6D26>уникальным эффектом</color>, который применяется только к защитникам.
  3. Атакующие <color=#EC6D26>случайным образом встретят</color> 1 из 3 оборонительных составов во время подбора противника."
league_sign_up_cancel_registration_desc,"[color=#EC6D26]Отменить регистрацию[/color]? Вы сможете зарегистрироваться снова до начала матча."
emoji_name_1027,"Варварский тиран: Один коготь!"
notification_title_9,"Упоминание Клана"
emoji_name_1028,"Ткач Мелодий: Drop the Beat!"
emoji_name_1029,"Адмирал: Цель захвачена!"
emoji_name_1030,"Грифон: Заглянул!"
emoji_name_1031,"Водяной Колдун: В зоне!"
unit_skill_name_1617_1_tag,8s
emoji_name_1032,"Тёмная королева луны: Внимание!"
light_dark_pack_title_2,"Светлая кожа"
light_dark_pack_title_4,"Темный оттенок кожи"
light_dark_pack_desc_2,"Одетые в свет, развейте тьму!"
light_dark_pack_desc_4,"Наступает ночь — поглотите свет!"
rank_index_4,4th
team_err_620,"Команда укомплектована полностью"
battle_strategy_title,Тактика
emoji_name_1006,"Дуэлянт Огня: Отступите!"
emoji_name_1009,"Богиня войны: Непростительно!"
camp_season_faction_left_2,"Искатель Света"
emoji_name_1010,"Богиня войны: Мне очень нравится!"
camp_season_faction_right_2,Некромант
emoji_name_1011,"Богиня войны: Сюда!"
chatBubble_frame_name_18,"Светлая кромка"
chatBubble_frame_name_19,Некро-вторжение
emoji_name_1025,"Геомант: Победа обеспечена!"
emoji_name_1026,"Туманная лучница: Диапазон подтвержден!"
unit_skill_name_1603_1_tag,8s
task_context_250001,"Войдите в игру в течение <color=#EC6D26>{0}</color> дней"
unit_skin_name_73401,"Девятихвостая лиса"
unit_skin_name_73601,"Ткач Мелодий"
unit_skin_name_73801,"Водяной Колдун"
unit_skin_name_73501,"Лесной Страж"
unit_skill_name_1604_1_tag,5s
unit_skill_name_1601_1_tag,5s
unit_skill_name_1602_1_tag,8s
unit_skin_name_73901,"Яростный Канонир"
unit_skill_name_1605_1_tag,8s
unit_skin_name_74001,Адмирал
unit_skill_name_1606_1_tag,5s
unit_skill_name_1607_1_tag,5s
unit_skill_name_1608_1_tag,5s
unit_skin_name_74101,"Туманная лучница"
overworld_tile_level_3,Lv.3
unit_skill_name_1609_1_tag,5s
unit_skill_name_1610_1_tag,8s
unit_skin_name_74201,"Следопыт Джунгли"
unit_skin_name_74301,"Варварский тиран"
unit_skin_name_74401,"Дуэлянт Огня"
unit_skin_name_74501,"Ночной потомок"
unit_skin_name_74601,"Богиня войны"
unit_skin_name_74801,"Гриб Ассасин"
unit_skin_name_74901,"Король Рыцарей"
unit_skin_name_76201,"Сияющий Воин"
unit_skin_name_77801,Серафим
unit_skin_name_84501,"Владыка Волн"
unit_skin_name_84601,"Повелитель Огня"
rank_index_1,1st
unit_skin_name_84701,"Красный Клинок"
rank_index_2,2nd
rank_index_3,3rd
task_context_210008,"Улучшите здания <color=#EC6D26>{0}</color> раз"
task_context_210009,"Заработайте 3 звезды в приключении <color=#EC6D26>{0}</color> раз"
unit_skin_name_63701,Грифон
task_context_210010,"Получите <color=#EC6D26>{0}</color> драгоценных камней за строительство"
unit_skin_name_63801,Геомант
task_context_210011,"Получите <color=#EC6D26>{0}</color> монет за строительство"
unit_skin_name_70301,"Королева Мороза"
task_context_210012,"Получите <color=#EC6D26>{0}</color> древесины от строительства"
unit_skin_name_70401,"Штормовая Дева"
unit_skin_name_70501,"Владыка Огнекрыла"
unit_skin_name_71201,"Клинок Земли"
unit_skin_name_71101,"Мастер стрельбы из костяного лука"
unit_skin_name_70601,"Апостол Звездного Света"
unit_skin_name_70801,"Тёмная королева луны"
unit_sort_attr_31,Класс
unit_sort_attr_37,Качество
task_context_240010,"Получите <color=#EC6D26>{0}</color> драгоценных камней за строительство"
task_context_240011,"Получите <color=#EC6D26>{0}</color> монет за строительство"
task_context_240012,"Получите <color=#EC6D26>{0}</color> древесины от строительства"
task_context_100012,"Улучшите <color=#EC6D26>{0}</color>  легендарных войск до <color=#EC6D26>Lv6</color>"
chat_font_setting_title,"Размер шрифта чата"
task_context_210001,"Войдите в игру в течение <color=#EC6D26>{0}</color> дней"
overworld_tile_level_1,Lv.1
task_context_250002,"Откройте <color=#EC6D26>{0}</color> сундуки с добычей"
task_context_210002,"Улучшите мифических войск <color=#EC6D26>{0}</color>  раз(а)"
overworld_tile_level_2,Lv.2
application_place_holder,"Введите сообщение"
task_context_250003,"Получите любое войско <color=#EC6D26>{0}</color> раз"
overworld_tile_level_4,Lv.4
task_context_210003,"Заработайте <color=#EC6D26>{0}</color> трофеев в PVP"
overworld_tile_level_5,Lv.5
overworld_tile_level_6,Lv.6
task_context_100002,"Потратьте <color=#EC6D26>{0}</color> зеленых Энергия"
overworld_tile_level_7,Lv.7
overworld_tile_level_11,"Cryo & Ember"
task_context_100001,"Потратьте <color=#EC6D26>{0}</color> золота"
task_context_250004,"Улучшите любое войско <color=#EC6D26>{0}</color> раз."
task_context_90011,"Заработайте <color=#EC6D26>{0}</color> трофеев в PVP"
task_context_90012,"Получите любое войско <color=#EC6D26>{0}</color> раз"
task_context_210004,"Пройдите Волну 40 в кооперативном режиме в общей сложности <color=#EC6D26>{0}</color> раз"
task_context_100003,"Откройте <color=#EC6D26>{0}</color> Удачное время в наборе войск"
task_context_100004,"Откройте сундуки с добычей <color=#EC6D26>{0}</color>"
task_context_100005,"Получите <color=#EC6D26>{0}</color> редких войск через Печь"
task_context_100006,"Получите <color=#EC6D26>{0}</color> эпических войск через Печь"
task_context_100007,"Получите <color=#EC6D26>{0}</color> легендарных войск через Печь"
task_context_100008,"Получите <color=#EC6D26>{0}</color> мифических войск через Печь"
task_context_100009,"Улучшите <color=#EC6D26>{0}</color> обычные войска до <color=#EC6D26>уровня 6</color>"
task_context_100010,"Улучшите <color=#EC6D26>{0}</color> редкие войска до <color=#EC6D26>уровня 6</color>."
task_context_100011,"Улучшите <color=#EC6D26>{0}</color> эпические войска до <color=#EC6D26>уровня 6</color>."
task_context_250005,"Победите <color=#EC6D26>{0}</color> врагов в Приключении, совместной игре или Арене"
task_context_210005,"Потратьте <color=#EC6D26>{0}</color> зеленых Энергия"
gameplay_tag_desc_4,PVE
res_name_457,"Подарок Боевого Пропуска"
task_context_250006,"Откройте <color=#EC6D26>{0}</color> Удачное время в наборе войск"
task_context_210006,"Победить в <color=#EC6D26>{0}</color> аренах"
res_name_357,"Подарок Боевого Пропуска"
task_context_240001,"Войдите в игру в течение <color=#EC6D26>{0}</color> дней"
task_context_210007,"Используйте Целебное заклинание <color=#EC6D26>{0}</color> раз на Арене"
task_context_240002,"Улучшите мифических войск <color=#EC6D26>{0}</color>  раз(а)"
task_context_240003,"Заработайте <color=#EC6D26>{0}</color> трофеев в PVP"
task_context_240004,"Пройдите Волну 40 в кооперативном режиме в общей сложности <color=#EC6D26>{0}</color> раз"
task_context_240005,"Потратьте <color=#EC6D26>{0}</color> зеленых Энергия"
task_context_240006,"Победить в <color=#EC6D26>{0}</color> аренах"
task_context_200001,"Войдите в игру в течение <color=#EC6D26>{0}</color> дней"
task_context_200002,"Откройте <color=#EC6D26>{0}</color> сундуки с добычей"
task_context_200003,"Получите любое войско <color=#EC6D26>{0}</color> раз"
task_context_200004,"Улучшите любое войско <color=#EC6D26>{0}</color> раз."
task_context_200005,"Победите <color=#EC6D26>{0}</color> врагов в Приключении, совместной игре или Арене"
task_context_200006,"Откройте <color=#EC6D26>{0}</color> Удачное время в наборе войск"
task_context_240007,"Используйте Целебное заклинание <color=#EC6D26>{0}</color> раз на Арене"
task_context_240008,"Улучшите здания <color=#EC6D26>{0}</color> раз"
task_context_240009,"Заработайте 3 звезды в приключении <color=#EC6D26>{0}</color> раз"
task_context_90010,"Сыграйте в режиме Бесконечная Война <color=#EC6D26>{0}</color> раз"
task_context_64007,"Наносите <color=#EC6D26>{0}</color> урон, используя Искатель Света или Некромант на Арене"
task_context_54004,"Играйте в «Охоту» <color=#EC6D26>{0}</color> раз с Искатель Света или Некромант"
task_group_title_22_0,"Задание фракции"
task_context_54001,"Наносите <color=#EC6D26>{0}</color> урон, используя Искатель Света или Некромант"
task_context_64008,"Наносите <color=#EC6D26>{0}</color> урон, используя Искатель Света или Некромант в режиме Охоты."
task_context_54002,"Пройдите режим приключений <color=#EC6D26>{0}</color> раз с помощью Искатель Света или Некромант"
task_context_54003,"Играйте на арене <color=#EC6D26>{0}</color> раз с Искатель Света или Некромант"
game_mode_name_33,"Ежедневная угадайка"
task_context_54005,"Сыграйте в Infinite War <color=#EC6D26>{0}</color> раз с Искатель Света или Некромант"
task_context_80002,"Потратьте всего <color=#EC6D26>{0}</color> самоцветов"
task_context_64006,"Наносите <color=#EC6D26>{0}</color> урон, используя Искатель Света или Некромант в режиме приключений."
task_context_54010,"Участвуйте в ежедневной игре «<color=#EC6D26>{0}</color>»"
task_context_54011,"Угадайте правильно в <color=#EC6D26>{0}</color> Ежедневная догадка"
task_context_64001,"Наносите <color=#EC6D26>{0}</color> урон, используя Искатель Света или Некромант"
task_context_64002,"Пройдите режим приключений <color=#EC6D26>{0}</color> раз с помощью Искатель Света или Некромант"
task_context_64005,"Сыграйте в Infinite War <color=#EC6D26>{0}</color> раз с Искатель Света или Некромант"
task_context_64003,"Играйте на арене <color=#EC6D26>{0}</color> раз с Искатель Света или Некромант"
task_context_64004,"Играйте в «Охоту» <color=#EC6D26>{0}</color> раз с Искатель Света или Некромант"
task_context_64009,"Наносите <color=#EC6D26>{0}</color> урон, используя Искатель Света или Некромант в Infinite War"
task_context_64010,"Участвуйте в ежедневной игре «<color=#EC6D26>{0}</color>»"
task_context_64011,"Угадайте правильно в <color=#EC6D26>{0}</color> Ежедневная догадка"
gameplay_tag_desc_5,PVP
task_context_63019,"Угадайте правильно в <color=#EC6D26>{0}</color> Ежедневная догадка"
task_context_63018,"Участвуйте в ежедневной игре «<color=#EC6D26>{0}</color>»"
task_context_63017,"Получить <color=#EC6D26>{0}</color> Некромант"
task_context_53016,"Получить <color=#EC6D26>{0}</color> Искатель Света"
task_context_63016,"Получить <color=#EC6D26>{0}</color> Некромант"
camp_season_buff_desc_1,"Повелитель Огня"
camp_season_buff_desc_2,"Владыка Волн"
res_name_1154,"Повелитель Огня"
camp_season_buff_bubble_desc_1,"Повелитель Огня"
task_context_62009,"Угадайте правильно в <color=#EC6D26>{0}</color> Ежедневная догадка"
camp_season_buff_bubble_desc_2,"Владыка Волн"
task_context_62008,"Участвуйте в ежедневной игре «<color=#EC6D26>{0}</color>»"
task_context_53017,"Получить <color=#EC6D26>{0}</color> Искатель Света"
task_context_53019,"Угадайте правильно в <color=#EC6D26>{0}</color> Ежедневная догадка"
task_context_53018,"Участвуйте в ежедневной игре «<color=#EC6D26>{0}</color>»"
res_name_1254,"Владыка Волн"
chatBubble_frame_access_13,"Рождественский стильный набор I Эксклюзив"
chatBubble_frame_access_14,"Рождественский стильный набор II Эксклюзив"
chatBubble_frame_access_12,"Эксклюзивно для Пропуска сезона ""Схватка драконов""."
lay_pref_title,Предпочтение
deploy_btn,Автосбор
task_context_90001,"Войдите в игру в течение <color=#EC6D26>{0}</color> дней"
task_context_90002,"Получите <color=#EC6D26>{0}</color> драгоценных камней за строительство"
task_context_90003,"Получите <color=#EC6D26>{0}</color> монет за строительство"
task_context_90004,"Получите <color=#EC6D26>{0}</color> древесины от строительства"
task_context_90005,"Победите <color=#EC6D26>{0}</color> врагов в Приключении, совместной игре или Арене"
task_context_90006,"Сыграйте в кооперативном режиме <color=#EC6D26>{0}</color> раз"
task_context_90007,"Сыграйте в режиме Приключения <color=#EC6D26>{0}</color> раз"
task_context_90008,"Сыграйте в режиме Арена <color=#EC6D26>{0}</color> раз"
task_context_90009,"Сыграйте в режим Охоты <color=#EC6D26>{0}</color> раз"
task_context_13245,"Используйте Фланги, чтобы сразиться <color=#EC6D26>{0}</color> раз на Арене."
task_context_13252,"Используйте обычные войска, чтобы нанести более <color=#EC6D26>{0}</color> урона в Приключении."
task_group_info_21,"Ежедневные многоэтапные задания фракций. Сотрудничайте со своей фракцией, чтобы проходить этапы и зарабатывать очки!"
task_context_13246,"Используйте Засада, чтобы сразиться <color=#EC6D26>{0}</color> раз на Арене."
task_context_13247,"Используйте Раскол, чтобы сразиться <color=#EC6D26>{0}</color> раз на Арене."
task_context_13248,"Используйте Танк для нанесения более <color=#EC6D26>{0}</color> урона в Приключении"
task_context_13249,"Используйте Танк, чтобы нанести более <color=#EC6D26>{0}</color> урона на Арене."
task_context_13250,"Используйте Танк чтобы нанести более <color=#EC6D26>{0}</color> урона в Охоте."
task_context_13251,"Используйте Танк, чтобы нанести более <color=#EC6D26>{0}</color> урона в Бесконечной войне"
attr_val_10001_7,Одинокий
task_context_13254,"Используйте эпические войска, чтобы нанести более <color=#EC6D26>{0}</color> урона на арене."
task_context_13215,"Улучшите <color=#EC6D26>{0}</color> редкие войска до <color=#EC6D26>уровня 6</color>."
task_context_13255,"Нанесите более <color=#EC6D26>{0}</color>  урона в Арене с помощью легендарных войск"
task_context_13256,"Используйте мифические войска, чтобы нанести более <color=#EC6D26>{0}</color> урона на арене."
task_context_13257,"Используйте Эпических Войск, чтобы нанести более <color=#EC6D26>{0}</color> урона в Охоте"
task_context_13216,"Улучшите <color=#EC6D26>{0}</color> эпические войска до <color=#EC6D26>уровня 6</color>."
task_context_13258,"Используйте легендарные войска, чтобы нанести более <color=#EC6D26>{0}</color> урона в Охоте."
task_context_13259,"Используйте мифические войска, чтобы нанести более <color=#EC6D26>{0}</color> урона в Охоте"
task_context_13261,"Используйте Легендарные Войска, чтобы нанести более <color=#EC6D26>{0}</color> урона в Бесконечной Войне."
task_context_13262,"Используйте мифические войска, чтобы нанести более <color=#EC6D26>{0}</color> урона в Бесконечной войне"
task_context_13263,"Используйте Оракул, чтобы нанести более <color=#EC6D26>{0}</color> урона на Арене."
task_context_13264,"Используйте Мастер Ядов, чтобы нанести более <color=#EC6D26>{0}</color> урона в Бесконечной войне."
task_group_title_21,"Задание фракции"
task_context_13265,"Используйте Маг Огня, чтобы нанести более <color=#EC6D26>{0}</color> урона в Охоте."
notification_title_4,"Ресурс полный"
task_context_13237,"Получите <color=#EC6D26>{0}</color> эпических войск через Печь"
task_context_80003,"Потратьте всего <color=#EC6D26>{0}</color> самоцветов"
notification_title_3,"Ресурс полный"
task_group_title_21_0,"Задание фракции"
notification_title_6,"Восстановление энергии"
task_context_80004,"Потратьте всего <color=#EC6D26>{0}</color> самоцветов"
attr_val_10001_9,Одинокий
task_context_80005,"Потратьте всего <color=#EC6D26>{0}</color> самоцветов"
notification_title_7,"Восстановление энергии"
task_context_11119,"Используйте Огненный шар <color=#EC6D26>{0}</color> раз на Арене"
task_context_11020,"Победить в <color=#EC6D26>{0}</color> аренах"
