Key,Content
resource_not_enough_102,"Không đủ Đá Vĩnh Cửu"
shop_desc_105,"Thời gian đăng ký: 1 tuần.
Dùng thử miễn phí: Tận hưởng 3 ngày dùng thử MIỄN PHÍ! Sau khi kết thúc giai đoạn dùng thử, bạn sẽ bị tính phí {0} mỗi tuần.
Tự động gia hạn: Tư cách thành viên VIP là một đăng ký hàng tuần lặp lại. Tài khoản của bạn sẽ tự động bị tính phí cho kỳ tiếp theo trừ khi bạn hủy ít nhất 24 giờ trước khi kết thúc kỳ hiện tại.=
Hủy gia hạn: Bạn có thể quản lý và tắt tính năng tự động gia hạn của đăng ký bằng cách vào cài đặt tài khoản của bạn trên Google Play sau khi mua.

Khi kích hoạt đăng ký này, bạn sẽ nhận được:
1) 10 Đá Vĩnh Cửu mỗi ngày."
pack_first,"Gói Mua Đầu Tiên"
go,"Đi thôi"
purchase_confirm_desc,"Bạn có muốn chi <color=#ffe300>{0}</color> để mua <color=#ffe300>{1}</color> không?"
shop_desc_105_ios,"Thời hạn đăng ký: 1 tuần.  
Dùng thử miễn phí: Tận hưởng 3 ngày DÙNG THỬ MIỄN PHÍ! Sau khi hết thời gian dùng thử, bạn sẽ bị tính phí {0} mỗi tuần.  
Tự động gia hạn: Thành viên VIP là một gói đăng ký hàng tuần định kỳ. Tài khoản của bạn sẽ tự động bị tính phí cho kỳ kế tiếp trừ khi bạn hủy ít nhất 24 giờ trước khi kỳ hiện tại kết thúc.  
Hủy gia hạn: Bạn có thể quản lý hoặc tắt tự động gia hạn trong cài đặt tài khoản Apple của mình bất cứ lúc nào sau khi mua.

Khi kích hoạt gói đăng ký này, bạn sẽ nhận được:  
1) 10 Viên Đá Vĩnh Cửu mỗi ngày."
shop_desc_106_ios,"Thời hạn đăng ký: 1 tháng.
Dùng thử miễn phí: Tận hưởng 3 ngày DÙNG THỬ MIỄN PHÍ! Sau khi kết thúc dùng thử, bạn sẽ bị tính phí {0} mỗi tháng.
Tự động gia hạn: Thành viên VIP là một gói đăng ký hàng tháng định kỳ. Tài khoản của bạn sẽ tự động bị tính phí cho kỳ tiếp theo trừ khi bạn hủy ít nhất 24 giờ trước khi kỳ hiện tại kết thúc.
Hủy gia hạn: Bạn có thể quản lý hoặc tắt tự động gia hạn trong cài đặt tài khoản Apple của mình bất kỳ lúc nào sau khi mua.

Khi kích hoạt gói đăng ký này, bạn sẽ nhận được:  
1) 10 Đá Vĩnh Cửu mỗi ngày."
beginner_bundle_title,"Gói Lính Thần Thoại"
shop_gem,Ngọc
shop_tab_supply,"Ưu đãi"
shop_goods_106,Tháng
strategy_name_30,"Tạt sườn VIII"
strategy_name_25,"Chia quân VII"
strategy_name_26,"Đột kích V"
strategy_name_27,"Đột kích VI"
strategy_name_28,"Đâm lén VII"
strategy_name_29,"Tạt sườn VII"
strategy_name_17,"Đâm lén IV"
strategy_name_18,"Đâm lén V"
strategy_name_19,"Đâm lén VI"
strategy_name_21,"Đột kích II"
strategy_name_23,"Đột kích III"
strategy_name_24,"Đột kích IV"
strategy_name_15,"Đâm lén II"
strategy_name_16,"Đâm lén III"
strategy_name_12,"Tạt sườn IV"
strategy_name_13,"Tạt sườn V"
strategy_name_14,"Tạt sườn VI"
strategy_name_7,"Chia quân IV"
strategy_name_8,"Chia quân V"
strategy_name_9,"Chia quân VI"
strategy_name_10,"Tạt sườn II"
strategy_name_11,"Tạt sườn III"
strategy_name_5,"Chia quân II"
strategy_name_6,"Chia quân III"
skill_attr_30,"Né Tránh"
skill_attr_29,"Cộng dồn"
skill_attr_28,Máu
user_sign_reset_context,"Kính gửi Chỉ huy,

Xin thông báo rằng Chữ ký cá nhân của bạn đã bị đặt lại do vi phạm Quy tắc trò chơi của chúng tôi về nội dung bị cấm hoặc nhạy cảm.

Để duy trì một môi trường trò chơi lành mạnh và thân thiện, chúng tôi yêu cầu tất cả người chơi giữ chữ ký của mình tôn trọng và phù hợp với cộng đồng toàn cầu của chúng tôi. Các vi phạm lặp lại có thể dẫn đến các hạn chế tiếp theo đối với các tính năng tài khoản của bạn.
Để biết thêm thông tin về các chính sách và yêu cầu liên quan của chúng tôi, vui lòng truy cập <color=#0000FF><link=https://war-inc-rising-chat-rules.webflow.io/>https://war-inc-rising-chat-rules.webflow.io/</link></color>

Chúng tôi đánh giá cao sự thông cảm và hợp tác của bạn.

— Đội ngũ Hỗ Trợ War Inc: Rising"
user_face_reset_context,"Kính gửi Chỉ huy,

Hệ thống của chúng tôi đã phát hiện Ảnh Đại Diện của bạn vi phạm Quy tắc Trò chơi và Điều khoản Dịch vụ của chúng tôi. Do đó, Ảnh Đại Diện của bạn đã được đặt lại về cài đặt mặc định.

Chúng tôi cố gắng duy trì một môi trường thân thiện, tôn trọng và an toàn cho tất cả người chơi. Vui lòng đảm bảo rằng mọi nội dung tải lên trong tương lai tuân thủ các nguyên tắc cộng đồng của chúng tôi.
Để biết thêm thông tin về các chính sách của chúng tôi và các yêu cầu liên quan, vui lòng truy cập <color=#0000FF><link=https://war-inc-rising-chat-rules.webflow.io/>https://war-inc-rising-chat-rules.webflow.io/</link></color>

Cảm ơn bạn đã hợp tác để giữ cho War Inc: Rising luôn là một trải nghiệm tích cực cho mọi người.

— Đội ngũ Hỗ Trợ War Inc: Rising"
refine_title_short,
overworld_season_ended_msg,"Hẹn gặp bạn lần sau!"
clan_war_slg_reward_info,"Trong Chiến tranh Bang Hội, ngoài phần thưởng xếp hạng cá nhân và bang hội, còn có những phần thưởng đặc biệt có thể được chỉ định bởi Hội Trưởng.

Những phần thưởng này đại diện cho danh dự của bang hội, và sẽ được trao cho những người được đánh giá là xứng đáng nhất.

Quy Tắc:

1. Mỗi Thành Viên có thể nhận tối đa 1 Rương phần thưởng.

2. Nếu không được chỉ định kịp thời, phần thưởng sẽ được tự động phân phối dựa trên xếp hạng cá nhân.

3. Nội dung phần thưởng hoàn toàn phụ thuộc vào xếp hạng cuối cùng của bang hội."
win_add_peakleague_score_msg,"Xem trước điểm số tối đa. Điểm số cuối cùng được tính dựa trên sát thương gây ra cho kẻ phòng thủ."
switch_preview_btn,Chuyển
upgrades_confirm_dialog_msg,"Bạn có muốn hợp nhất Lv.{0} {1} không?"
gameplay_search_result_title,"Kết quả tìm kiếm"
gameplay_search_title,"Tìm kiếm Lối chơi"
upgrades_confirm_dialog_cost_tips,"Chi <color=#ffe300>{0}</color> {1} để nâng cấp binh lính?"
defense_area_desc_1104,"Tất cả Binh Lính Phòng Thủ tăng Tỉ Lệ Né Tránh, Kháng Gỗ giảm"
defense_area_desc_1103,"Binh Lính Đất Phòng Thủ Sát thương tăng, Kháng Gió giảm"
defense_area_desc_1100,"Người bảo vệ Chiến binh Tấn Công tăng, Đỡ đòn Tất cả Kháng tăng"
defense_area_desc_1101,"Binh Lính Phòng thủ HP tối đa tăng, Kháng Lửa tăng"
defense_area_desc_1102,"Tất cả Binh Lính Phòng Thủ nhận được tất cả Kháng, Tấn Công giảm"
clan_hunt_slg_invalid_army,
clan_hunt_slg_return_main,
clan_hunt_slg_cup_title,
clan_hunt_slg_rule_tips,
clan_hunt_slg_prepare_tips,
clan_hunt_slg_rank_tips,
clan_hunt_slg_reward_title,
clan_hunt_slg_reward_info,
clan_hunt_slg_top_clan_rank_title,
clan_hunt_slg_top_clan_rank_rule_tips,
clan_hunt_slg_boss_rank_rule_tips,
clan_hunt_slg_register_desc,
clan_hunt_slg_register_tips,
clan_hunt_slg_watch_title,
clan_hunt_slg_chat_prefix_5,
clan_hunt_slg_chat_prefix_7,
clan_hunt_slg_watch_not_op,
clan_hunt_slg_watch_players,
clan_hunt_slg_room_name,
clan_hunt_slg_tile_train,
faction_progress_title,
total_score,
clan_hunt_slg_pin_limit,
clan_hunt_slg_end_title,
clan_hunt_slg_no_army,
peak_league_rule_desc,"Chào mừng đến với Liên Minh Đỉnh Cao!

Chỉ huy đạt <color=#EC6D26>hạng cao trong Đấu Trường</color> sẽ đủ điều kiện tham gia Liên Minh Đỉnh Cao.

Liên Minh Đỉnh Cao mở cửa cùng với <color=#EC6D26>Mùa Đấu Trường</color>.
7 ngày đầu tiên của mùa giải là <color=#EC6D26>Giai Đoạn Đăng Ký</color>. Người chơi đủ điều kiện sẽ được <color=#EC6D26>tự động đăng ký</color> và có thể hủy đăng ký bất cứ lúc nào.
7 ngày cuối cùng là <color=#EC6D26>Giai Đoạn Chiến Đấu</color>. Thách đấu các chỉ huy khác và tranh giành thêm Vương Miện!

Quy Tắc Tấn Công:
1. Các chỉ huy trong liên minh nhận được <color=#EC6D26>8 lượt thách đấu</color> mỗi ngày.
2. Vui lòng xác nhận đội hình của bạn trước khi ghép trận. Lính <color=#EC6D26>không thể thay đổi</color> sau khi đã tìm thấy trận đấu.
3. Sau khi ghép trận thành công, trận chiến đấu phải bắt đầu trong vòng <color=#EC6D26>180s</color>. Không bắt đầu hoặc rời khỏi giữa trận sẽ tính là thua cuộc.
4. Thất bại <color=#EC6D26>không</color> cho điểm và <color=#EC6D26>không</color> bị trừ điểm.
5. Điểm <color=#EC6D26>Chiến Đấu</color> được tính dựa trên <color=#EC6D26>Tỷ Lệ Phá Hủy</color> của bạn. Tỷ Lệ Phá Hủy càng cao, càng kiếm được nhiều điểm!

Quy Tắc Phòng Thủ:
1. Người phòng thủ phải thiết lập 3 đội hình phòng thủ để bảo vệ <color=#EC6D26>3 khu vực phòng thủ</color>.
2. Mỗi khu vực phòng thủ có một <color=#EC6D26>hiệu ứng độc đáo</color> chỉ áp dụng cho người phòng thủ.
3. Người tấn công sẽ <color=#EC6D26>ngẫu nhiên chạm trán</color> 1 trong 3 đội hình phòng thủ trong quá trình ghép trận."
league_sign_up_cancel_registration_desc,"[color=#EC6D26]Hủy đăng ký[/color]? Bạn có thể đăng ký lại trước khi trận đấu bắt đầu."
emoji_name_1027,"Bạo Chúa Man Rợ: Một Móng Vuốt!"
notification_title_9,"Bang Hội Đề cập"
emoji_name_1028,"Người Dệt Giai Điệu: Thả nhịp điệu xuống!"
emoji_name_1029,"Tiên Phong Hỏa Lực: Mục tiêu đã bị khóa!"
emoji_name_1030,"Hiệp sĩ Gryphon: Ghé thăm!"
emoji_name_1031,"Phù Thủy Ripple: Đang trong khu vực!"
unit_skill_name_1617_1_tag,8s
emoji_name_1032,"Nữ Hoàng Trăng Tối: Tiêu điểm!"
light_dark_pack_title_2,"Bộ sản phẩm làm sáng da"
light_dark_pack_title_4,"Gói dành cho da tối màu"
light_dark_pack_desc_2,"Khoác lên mình ánh sáng, xua tan bóng tối!"
light_dark_pack_desc_4,"Đêm buông xuống—hãy tận hưởng ánh sáng!"
rank_index_4,4th
team_err_620,"Đội đã đầy đủ"
battle_strategy_title,"Chiến thuật"
emoji_name_1006,"Đấu Sĩ Ngọn Lửa: Lùi lại!"
emoji_name_1009,"Nữ Thần Chiến Tranh: Không thể tha thứ!"
camp_season_faction_left_2,"Người tìm kiếm ánh sáng"
emoji_name_1010,"Nữ Thần Chiến Tranh: Thích quá!"
camp_season_faction_right_2,"Tử Linh Sư"
emoji_name_1011,"Nữ Thần Chiến Tranh: Ở đây này!"
chatBubble_frame_name_18,"Cạnh sáng"
chatBubble_frame_name_19,"Cuộc xâm lược của xác sống"
emoji_name_1025,"Thầy Phép Địa Chất: Chiến thắng đã được đảm bảo!"
emoji_name_1026,"Cung Thủ Sương Mù: Phạm vi đã được xác nhận!"
unit_skill_name_1603_1_tag,8s
task_context_250001,"Đăng nhập trong <color=#EC6D26>{0}</color> ngày"
unit_skin_name_73401,"Cửu Vĩ Hồ"
unit_skin_name_73601,"Người Dệt Giai Điệu"
unit_skin_name_73801,"Phù Thủy Ripple"
unit_skin_name_73501,"Người bảo vệ rừng"
unit_skill_name_1604_1_tag,5s
unit_skill_name_1601_1_tag,5s
unit_skill_name_1602_1_tag,8s
unit_skin_name_73901,"Pháo Thủ Cuồng Nộ"
unit_skill_name_1605_1_tag,8s
unit_skin_name_74001,"Tiên Phong Hỏa Lực"
unit_skill_name_1606_1_tag,5s
unit_skill_name_1607_1_tag,5s
unit_skill_name_1608_1_tag,5s
unit_skin_name_74101,"Cung Thủ Sương Mù"
overworld_tile_level_3,Lv.3
unit_skill_name_1609_1_tag,5s
unit_skill_name_1610_1_tag,8s
unit_skin_name_74201,"Kẻ Gác Rừng"
unit_skin_name_74301,"Bạo Chúa Man Rợ"
unit_skin_name_74401,"Đấu Sĩ Ngọn Lửa"
unit_skin_name_74501,"Hậu duệ Đêm Tối"
unit_skin_name_74601,"Nữ Thần Chiến Tranh"
unit_skin_name_74801,"Kẻ diệt Venospore"
unit_skin_name_74901,"Vua Hiệp Sĩ"
unit_skin_name_76201,"Chiến Binh Rạng Rỡ"
unit_skin_name_77801,Seraphim
unit_skin_name_84501,"Chúa Thủy Triều"
unit_skin_name_84601,"Vua Lửa"
rank_index_1,1st
unit_skin_name_84701,"Lưỡi Gươm Đỏ"
rank_index_2,2nd
rank_index_3,3rd
task_context_210008,"Nâng cấp công trình <color=#EC6D26>{0}</color> lần"
task_context_210009,"Kiếm được 3 sao trong cuộc phiêu lưu <color=#EC6D26>{0}</color> lần"
unit_skin_name_63701,"Hiệp sĩ Gryphon"
task_context_210010,"Nhận <color=#EC6D26>{0}</color> Đá Quý từ việc xây dựng"
unit_skin_name_63801,"Thầy Phép Địa Chất"
task_context_210011,"Nhận <color=#EC6D26>{0}</color> Xu từ việc xây dựng"
unit_skin_name_70301,"Nữ Hoàng Băng Giá"
task_context_210012,"Nhận <color=#EC6D26>{0}</color> Gỗ từ việc xây dựng"
unit_skin_name_70401,"Thiếu nữ Bão tố"
unit_skin_name_70501,"Chúa tể Đôi cánh Rực cháy"
unit_skin_name_71201,"Lưỡi Kiếm Đất"
unit_skin_name_71101,"Xạ Thủ Xương"
unit_skin_name_70601,"Tông Đồ Ánh Sao"
unit_skin_name_70801,"Nữ Hoàng Trăng Tối"
unit_sort_attr_31,Lớp
unit_sort_attr_37,"Chất lượng"
task_context_240010,"Nhận <color=#EC6D26>{0}</color> Đá Quý từ việc xây dựng"
task_context_240011,"Nhận <color=#EC6D26>{0}</color> Xu từ việc xây dựng"
task_context_240012,"Nhận <color=#EC6D26>{0}</color> Gỗ từ việc xây dựng"
task_context_100012,"Nâng cấp <color=#EC6D26>{0}</color> Lính Huyền Thoại lên <color=#EC6D26>Lv6</color>"
chat_font_setting_title,"Kích thước phông chữ trò chuyện"
task_context_210001,"Đăng nhập trong <color=#EC6D26>{0}</color> ngày"
overworld_tile_level_1,Lv.1
task_context_250002,"Mở <color=#EC6D26>{0}</color> Rương chiến lợi phẩm"
task_context_210002,"Nâng cấp Lính Thần Thoại <color=#EC6D26>{0}</color> lần"
overworld_tile_level_2,Lv.2
application_place_holder,"Vui lòng nhập tin nhắn"
task_context_250003,"Chiến thắng một đơn vị <color=#EC6D26>{0}</color> lần"
overworld_tile_level_4,Lv.4
task_context_210003,"Kiếm <color=#EC6D26>{0}</color> Cúp trong PVP"
overworld_tile_level_5,Lv.5
overworld_tile_level_6,Lv.6
task_context_100002,"Tiêu <color=#EC6D26>{0}</color> Năng lượng xanh lá"
overworld_tile_level_7,Lv.7
overworld_tile_level_11,"Cryo & Ember"
task_context_100001,"Tiêu <color=#EC6D26>{0}</color> Vàng"
task_context_250004,"Nâng cấp bất kỳ quân lính nào <color=#EC6D26>{0}</color> lần"
task_context_90011,"Kiếm <color=#EC6D26>{0}</color> Cúp trong PVP"
task_context_90012,"Chiến thắng một đơn vị <color=#EC6D26>{0}</color> lần"
task_context_210004,"Xóa Wave 40 ở Chế độ hợp tác tổng cộng <color=#EC6D26>{0}</color> lần"
task_context_100003,"Mở <color=#EC6D26>{0}</color> Giờ May Mắn trong Chiêu Mộ Quân Đội"
task_context_100004,"Mở Rương Chiến Lợi Phẩm <color=#EC6D26>{0}</color>"
task_context_100005,"Nhận <color=#EC6D26>{0}</color> lính Hiếm qua Hợp Nhất"
task_context_100006,"Nhận <color=#EC6D26>{0}</color> lính Sử thi qua Hợp Nhất"
task_context_100007,"Nhận <color=#EC6D26>{0}</color> lính Huyền thoại qua Hợp Nhất"
task_context_100008,"Nhận <color=#EC6D26>{0}</color> Lính Thần Thoại qua Hợp Nhất"
task_context_100009,"Nâng cấp <color=#EC6D26>{0}</color> Quân thường lên <color=#EC6D26>Cấp 6</color>"
task_context_100010,"Nâng cấp <color=#EC6D26>{0}</color> Quân đội Hiếm lên <color=#EC6D26>Cấp 6</color>"
task_context_100011,"Nâng cấp <color=#EC6D26>{0}</color> Quân đội Sử thi lên <color=#EC6D26>Lv6</color>"
task_context_250005,"Đánh bại `<color=#EC6D26>{0}</color>` Kẻ địch trong Chế độ Phiêu lưu, Hợp tác hoặc Đấu trường"
task_context_210005,"Tiêu <color=#EC6D26>{0}</color> Năng lượng xanh lá"
gameplay_tag_desc_4,PVE
res_name_457,"Quà Thẻ Chiến Đấu"
task_context_250006,"Mở <color=#EC6D26>{0}</color> Giờ May Mắn trong Chiêu Mộ Quân Đội"
task_context_210006,"Thắng <color=#EC6D26>{0}</color> trận Đấu Trường"
res_name_357,"Quà Thẻ Chiến Đấu"
task_context_240001,"Đăng nhập trong <color=#EC6D26>{0}</color> ngày"
task_context_210007,"Sử dụng Bùa Chữa Lành <color=#EC6D26>{0}</color> lần trong Đấu Trường"
task_context_240002,"Nâng cấp Lính Thần Thoại <color=#EC6D26>{0}</color> lần"
task_context_240003,"Kiếm <color=#EC6D26>{0}</color> Cúp trong PVP"
task_context_240004,"Xóa Wave 40 ở Chế độ hợp tác tổng cộng <color=#EC6D26>{0}</color> lần"
task_context_240005,"Tiêu <color=#EC6D26>{0}</color> Năng lượng xanh lá"
task_context_240006,"Thắng <color=#EC6D26>{0}</color> trận Đấu Trường"
task_context_200001,"Đăng nhập trong <color=#EC6D26>{0}</color> ngày"
task_context_200002,"Mở <color=#EC6D26>{0}</color> Rương chiến lợi phẩm"
task_context_200003,"Chiến thắng một đơn vị <color=#EC6D26>{0}</color> lần"
task_context_200004,"Nâng cấp bất kỳ quân lính nào <color=#EC6D26>{0}</color> lần"
task_context_200005,"Đánh bại `<color=#EC6D26>{0}</color>` Kẻ địch trong Chế độ Phiêu lưu, Hợp tác hoặc Đấu trường"
task_context_200006,"Mở <color=#EC6D26>{0}</color> Giờ May Mắn trong Chiêu Mộ Quân Đội"
task_context_240007,"Sử dụng Bùa Chữa Lành <color=#EC6D26>{0}</color> lần trong Đấu Trường"
task_context_240008,"Nâng cấp công trình <color=#EC6D26>{0}</color> lần"
task_context_240009,"Kiếm được 3 sao trong cuộc phiêu lưu <color=#EC6D26>{0}</color> lần"
task_context_90010,"Chơi Vô Tận Chiến <color=#EC6D26>{0}</color> lần"
task_context_64007,"Gây sát thương <color=#EC6D26>{0}</color> bằng cách sử dụng Người tìm kiếm ánh sáng hoặc Tử Linh Sư trong Đấu trường"
task_context_54004,"Chơi trò săn bắn <color=#EC6D26>{0}</color> lần với Người tìm kiếm ánh sáng hoặc Tử Linh Sư"
task_group_title_22_0,"Nhiệm vụ phe phái"
task_context_54001,"Gây sát thương <color=#EC6D26>{0}</color> bằng cách sử dụng Người tìm kiếm ánh sáng hoặc Tử Linh Sư"
task_context_64008,"Gây sát thương <color=#EC6D26>{0}</color> bằng cách sử dụng Người tìm kiếm ánh sáng hoặc Tử Linh Sư trong chế độ Săn bắn"
task_context_54002,"Chơi Chế độ Phiêu lưu <color=#EC6D26>{0}</color> lần với Người tìm kiếm ánh sáng hoặc Tử Linh Sư"
task_context_54003,"Chơi Arena <color=#EC6D26>{0}</color> lần với Người tìm kiếm ánh sáng hoặc Tử Linh Sư"
game_mode_name_33,"Dự đoán hàng ngày"
task_context_54005,"Chơi Infinite War <color=#EC6D26>{0}</color> lần với Người tìm kiếm ánh sáng hoặc Tử Linh Sư"
task_context_80002,"Tiêu thụ tổng cộng <color=#EC6D26>{0}</color> Ngọc"
task_context_64006,"Gây <color=#EC6D26>{0}</color> sát thương bằng cách sử dụng Người tìm kiếm ánh sáng hoặc Tử Linh Sư trong Chế độ Phiêu lưu"
task_context_54010,"Tham gia Dự đoán Hàng ngày <color=#EC6D26>{0}</color>"
task_context_54011,"Đoán đúng trong <color=#EC6D26>{0}</color> Đoán hàng ngày"
task_context_64001,"Gây sát thương <color=#EC6D26>{0}</color> bằng cách sử dụng Người tìm kiếm ánh sáng hoặc Tử Linh Sư"
task_context_64002,"Chơi Chế độ Phiêu lưu <color=#EC6D26>{0}</color> lần với Người tìm kiếm ánh sáng hoặc Tử Linh Sư"
task_context_64005,"Chơi Infinite War <color=#EC6D26>{0}</color> lần với Người tìm kiếm ánh sáng hoặc Tử Linh Sư"
task_context_64003,"Chơi Arena <color=#EC6D26>{0}</color> lần với Người tìm kiếm ánh sáng hoặc Tử Linh Sư"
task_context_64004,"Chơi trò săn bắn <color=#EC6D26>{0}</color> lần với Người tìm kiếm ánh sáng hoặc Tử Linh Sư"
task_context_64009,"Gây <color=#EC6D26>{0}</color> sát thương bằng cách sử dụng Người tìm kiếm ánh sáng hoặc Tử Linh Sư trong Infinite War"
