Key,Content
camp_avatar_pack_2_2,"Señor de las Mareas Paquete de aspectos I"
camp_emoji_pack_2_2,"Señor de las Mareas Paquete de aspectos II"
camp_avatar_pack_2_1,"Blazeking Paquete de aspectos I"
camp_emoji_pack_2_1,"Blazeking Paquete de aspectos II"
vip_desc,"Obtenga 10 piedras eternas todos los días."
theme,Temas
source_shop,"Consíguelo en la tienda."
resource_2,"Piedra de la eternidad"
christmas_gift_1,"Paquete de regalo de Navidad I"
resource_not_enough_common,"No hay suficientes recursos"
gem_supply_bubble_desc,"<size=40><color=#037ddc>Pase Básico de 30 Días</color></size>

1. Al comprar, recibe instantáneamente {0} Gemas y activa el pase por 30 días.

2. Durante el periodo del pase, puedes reclamar {1} Gemas diarias (se reinicia a las 00:00 UTC). Las Gemas diarias no reclamadas no serán reembolsadas después de que el pase expire.

<size=40><color=#037ddc>Pase Avanzado de 30 Días</color></size>

1. Al comprar, recibe instantáneamente {2} Gemas y activa el pase por 30 días.

2. Durante el periodo del pase, puedes reclamar {3} Gemas diarias (se reinicia a las 00:00 UTC). Las Gemas diarias no reclamadas no serán reembolsadas después de que el pase expire."
gf_tab_name_4,Gemas
camp_pack_desc,"¡Desbloquea aspectos de dragón exclusivos!"
gf_banner_title_5,"Fondo de Crecimiento de Piedras de Forja"
refresh_in,Refrescar
pack_off,"{0}% de descuento"
gem_supply_daily_title,"Recompensas del Pase"
pack_value,"{0}%
valor"
purchased,Comprado
exchange_count_msg,"Seleccione la cantidad del artículo que desea intercambiar."
vip_claim_desc,"¡Piedras extra eternas al día!"
shop_desc_106,"Periodo de suscripción: 1 mes.
Prueba gratuita: ¡Disfruta de una prueba GRATUITA de 3 días! Después de que termine la prueba, se te cobrará {0} al mes.
Renovación automática: La membresía VIP es una suscripción mensual recurrente. Tu cuenta será automáticamente cargada para el próximo período a menos que canceles al menos 24 horas antes de que finalice el período actual.
Cancelar renovación: Puedes gestionar y desactivar la renovación automática de la suscripción yendo a la configuración de tu cuenta en Google Play después de la compra.

Al activar esta suscripción, recibirás:
1) 10 Piedras Eternas todos los días."
purchase_limit,"Oferta limitada"
resource_not_enough_102,"No hay suficientes piedras de eternidad"
shop_desc_105,"Período de suscripción: 1 semana.  
Prueba gratuita: ¡Disfruta de una prueba GRATUITA de 3 días! Después de que la prueba termine, se te cobrará {0} por semana.  
Renovación automática: La membresía VIP es una suscripción semanal recurrente. Tu cuenta se cargará automáticamente para el siguiente período, a menos que canceles al menos 24 horas antes de que termine el período actual.  
Cancelar renovación: Puedes gestionar y desactivar la renovación automática de la suscripción yendo a la configuración de tu cuenta en Google Play después de la compra.
  
Al activar esta suscripción, recibirás:  
1) 10 Piedras Eternas todos los días."
pack_first,"Primer paquete de compras"
go,Ir
purchase_confirm_desc,"¿Gastar <color=#ffe300>{0}</color> para comprar <color=#ffe300>{1}</color>?"
shop_desc_105_ios,"Periodo de suscripción: 1 semana.
Prueba gratuita: ¡Disfruta de una prueba GRATUITA de 3 días! Después de que termine la prueba, se te cobrará {0} por semana.
Renovación automática: La membresía VIP es una suscripción semanal recurrente. Tu cuenta se cobrará automáticamente para el siguiente período a menos que canceles al menos 24 horas antes de que termine el período actual.
Cancelar renovación: Puedes gestionar o desactivar la renovación automática en la configuración de tu cuenta de Apple en cualquier momento después de la compra.

Al activar esta suscripción, recibirás:
1) 10 Piedras Eternas cada día."
shop_desc_106_ios,"Periodo de suscripción: 1 mes.
Prueba gratuita: ¡Disfruta de una prueba GRATUITA de 3 días! Después de que finalice la prueba, se te cobrará {0} por mes.
Renovación automática: La membresía VIP es una suscripción mensual recurrente. Tu cuenta se cargará automáticamente para el próximo período a menos que canceles al menos 24 horas antes de que finalice el período actual.
Cancelar renovación: Puedes gestionar o desactivar la renovación automática en la configuración de tu cuenta de Apple en cualquier momento después de la compra.

Al activar esta suscripción, recibirás:  
1) 10 Piedras Eternas cada día."
beginner_bundle_title,"Paquete de Soldado Mítico"
shop_gem,Gemas
shop_tab_supply,Oferta
shop_goods_106,Mes
strategy_name_30,"Flanqueo VIII"
strategy_name_25,"Dividir VII"
strategy_name_26,"Acometida V"
strategy_name_27,"Acometida VI"
strategy_name_28,"Puñalada VII"
strategy_name_29,"Flanqueo VII"
strategy_name_17,"Puñalada IV"
strategy_name_18,"Puñalada V"
strategy_name_19,"Puñalada VI"
strategy_name_21,"Acometida II"
strategy_name_23,"Acometida III"
strategy_name_24,"Acometida IV"
strategy_name_15,"Puñalada II"
strategy_name_16,"Puñalada III"
strategy_name_12,"Flanqueo IV"
strategy_name_13,"Flanqueo V"
strategy_name_14,"Flanqueo VI"
strategy_name_7,"Dividir IV"
strategy_name_8,"Dividir V"
strategy_name_9,"Dividir VI"
strategy_name_10,"Flanqueo II"
strategy_name_11,"Flanqueo III"
strategy_name_5,"Dividir II"
strategy_name_6,"Dividir III"
skill_attr_30,Evasión
skill_attr_29,Pilas
skill_attr_28,Salud
user_sign_reset_context,"Estimado Comandante,

Le informamos que su Firma personal ha sido restablecida debido a una violación de nuestras Reglas del Juego con respecto a contenido prohibido o sensible.

Para mantener una atmósfera de juego sana y amigable, pedimos a todos los jugadores que mantengan sus firmas respetuosas y apropiadas para nuestra comunidad global. Las violaciones repetidas pueden resultar en restricciones adicionales en las funciones de su cuenta.
Para obtener más información sobre nuestras políticas y solicitudes relacionadas, consulte <color=#0000FF><link=https://war-inc-rising-chat-rules.webflow.io/>https://war-inc-rising-chat-rules.webflow.io/</link></color>

Agradecemos su comprensión y cooperación.

— Equipo de Apoyo de War Inc: Rising"
user_face_reset_context,"Estimado Comandante,

Nuestro sistema ha identificado que su Foto de perfil infringe nuestras Reglas del juego y Términos de servicio. Como resultado, su Avatar ha sido restablecido a la configuración predeterminada.

Nos esforzamos por mantener un entorno amigable, respetuoso y seguro para todos los jugadores. Asegúrese de que cualquier carga futura cumpla con nuestras directrices de la comunidad.
Para obtener más información sobre nuestras políticas y solicitudes relacionadas, consulte <color=#0000FF><link=https://war-inc-rising-chat-rules.webflow.io/>https://war-inc-rising-chat-rules.webflow.io/</link></color>

Gracias por su cooperación para que War Inc: Rising siga siendo una experiencia positiva para todos.

— Equipo de Apoyo de War Inc: Rising"
refine_title_short,
overworld_season_ended_msg,"¡Eso es todo por ahora! ¡Nos vemos la próxima vez!"
clan_war_slg_reward_info,"En las Guerras de Gremio, además de las recompensas de clasificación personal y de gremio, hay recompensas especiales que pueden ser asignadas por el Líder del gremio.

Estas recompensas representan el honor del gremio y serán otorgadas a aquellos considerados más dignos.

Reglas:

1. Cada Miembro puede recibir hasta 1 Cofre de recompensa.

2. Si no se asignan a tiempo, las recompensas se distribuirán automáticamente según la Clasificación personal.

3. El contenido de las recompensas depende únicamente de la Clasificación final del gremio."
win_add_peakleague_score_msg,"Previsualización de puntuación máxima. La puntuación final se basa en el daño infligido al defensor."
switch_preview_btn,Cambiar
upgrades_confirm_dialog_msg,"Fusionar Nv.{0} {1}?"
gameplay_search_result_title,"Resultados de búsqueda"
gameplay_search_title,"Búsqueda de jugabilidad"
upgrades_confirm_dialog_cost_tips,"Gastar <color=#ffe300>{0}</color> {1} para mejorar la Tropa?"
defense_area_desc_1104,"Todas las Tropas Defensoras obtienen Probabilidad de Evasión, Resistencia a Madera reducida"
defense_area_desc_1103,"Daño de Tropa de Tierra Defensora aumentado, Resistencia al Viento reducida"
defense_area_desc_1100,"Defensor Guerrero ATQ aumentado, Tanque Toda la RES aumentada"
defense_area_desc_1101,"PV Máx. de la Tropa Defensora aumentado, RES Fuego aumentada"
defense_area_desc_1102,"Todas las Tropas Defensoras ganan Toda la RES, ATQ reducido."
clan_hunt_slg_invalid_army,
clan_hunt_slg_return_main,
clan_hunt_slg_cup_title,
clan_hunt_slg_rule_tips,
clan_hunt_slg_prepare_tips,
clan_hunt_slg_rank_tips,
clan_hunt_slg_reward_title,
clan_hunt_slg_reward_info,
clan_hunt_slg_top_clan_rank_title,
clan_hunt_slg_top_clan_rank_rule_tips,
clan_hunt_slg_boss_rank_rule_tips,
clan_hunt_slg_register_desc,
clan_hunt_slg_register_tips,
clan_hunt_slg_watch_title,
clan_hunt_slg_chat_prefix_5,
clan_hunt_slg_chat_prefix_7,
clan_hunt_slg_watch_not_op,
clan_hunt_slg_watch_players,
clan_hunt_slg_room_name,
clan_hunt_slg_tile_train,
faction_progress_title,
total_score,
clan_hunt_slg_pin_limit,
clan_hunt_slg_end_title,
clan_hunt_slg_no_army,
peak_league_rule_desc,"¡Bienvenidos a la Liga de la Cima!

Los comandantes que alcancen <color=#EC6D26>rangos altos en la Arena</color> calificarán para la Liga de la Cima.

  La Liga de la Cima se abre junto con la <color=#EC6D26>Temporada de Arena</color>.
  Los primeros 7 días de la temporada son la <color=#EC6D26>Fase de Registro</color>. Los jugadores calificados serán <color=#EC6D26>registrados automáticamente</color> y podrán cancelar su registro en cualquier momento.
  Los últimos 7 días son la <color=#EC6D26>Fase de Batalla</color>. ¡Desafía a otros comandantes y compite por más Coronas!

Reglas de Ataque:
  1. Los comandantes de la liga reciben <color=#EC6D26>8 intentos de desafío</color> cada día.
  2. Por favor, confirma tu alineación antes de la búsqueda de partida. Los soldados <color=#EC6D26>no pueden cambiarse</color> una vez que se encuentra una partida.
  3. Después de que la búsqueda de partida sea exitosa, la Batalla debe comenzar en <color=#EC6D26>180s</color>. No empezar o abandonar la Batalla a mitad de camino cuenta como derrota.
  4. Las derrotas <color=#EC6D26>no</color> otorgan puntos y <color=#EC6D26>no</color> deducen puntos.
  5. Los puntos de Batalla se calculan en función de tu <color=#EC6D26>Tasa de Destrucción</color>. ¡Mayores Tasas de Destrucción otorgan más puntos!

Reglas de Defensa:
  1. Los defensores deben configurar 3 alineaciones defensivas para proteger <color=#EC6D26>3 zonas de defensa</color>.
  2. Cada zona de defensa tiene un <color=#EC6D26>efecto único</color> que solo se aplica a los defensores.
  3. Los atacantes se <color=#EC6D26>encontrarán aleatoriamente</color> con 1 de las 3 alineaciones defensivas durante la búsqueda de partida."
league_sign_up_cancel_registration_desc,"[color=#EC6D26]¿Cancelar inscripción[/color]? Puedes volver a inscribirte antes de que comience la partida."
emoji_name_1027,"Tirano Bárbaro: ¡Una garra!"
notification_title_9,"Mención del Gremio"
emoji_name_1028,"Tejedora de Melodías: ¡Suelta el ritmo!"
emoji_name_1029,"Vanguardia de Fuego: ¡Objetivo bloqueado!"
emoji_name_1030,"Caballero Grifo: ¡Pasando por aquí!"
emoji_name_1031,"Mago de las Ondas: ¡En la zona!"
unit_skill_name_1617_1_tag,8s
emoji_name_1032,"Reina de la Luna Oscura: ¡Foco está en el punto de mira!"
light_dark_pack_title_2,"Paquete de piel clara"
light_dark_pack_title_4,"Paquete de piel oscura"
light_dark_pack_desc_2,"¡Revestidos de luz, ahuyentad la oscuridad!"
light_dark_pack_desc_4,"Cae la noche, ¡devora la luz!"
rank_index_4,4th
team_err_620,"El equipo está completo"
battle_strategy_title,Tácticas
emoji_name_1006,"Duelista de Llamas: ¡Retrocede!"
emoji_name_1009,"Diosa de la Guerra: ¡Imperdonable!"
camp_season_faction_left_2,"Buscador de Luz"
emoji_name_1010,"Diosa de la Guerra: ¡Me encanta!"
camp_season_faction_right_2,Nigromante
emoji_name_1011,"Diosa de la Guerra: ¡Por aquí!"
chatBubble_frame_name_18,"Borde ligero"
chatBubble_frame_name_19,"Invasión Necro"
emoji_name_1025,"Geomante: ¡Victoria asegurada!"
emoji_name_1026,"Arquero de Niebla: ¡Alcance confirmado!"
unit_skill_name_1603_1_tag,8s
task_context_250001,"Inicia sesión durante <color=#EC6D26>{0}</color> días"
unit_skin_name_73401,"Zorro de Nueve Colas"
unit_skin_name_73601,"Tejedora de Melodías"
unit_skin_name_73801,"Mago de las Ondas"
unit_skin_name_73501,"Guardián del Bosque"
unit_skill_name_1604_1_tag,5s
unit_skill_name_1601_1_tag,5s
unit_skill_name_1602_1_tag,8s
unit_skin_name_73901,"Artillero Furioso"
unit_skill_name_1605_1_tag,8s
unit_skin_name_74001,"Vanguardia de Fuego"
unit_skill_name_1606_1_tag,5s
unit_skill_name_1607_1_tag,5s
unit_skill_name_1608_1_tag,5s
unit_skin_name_74101,"Arquero de Niebla"
overworld_tile_level_3,Lv.3
unit_skill_name_1609_1_tag,5s
unit_skill_name_1610_1_tag,8s
unit_skin_name_74201,"Guardián de la Jungla"
unit_skin_name_74301,"Tirano Bárbaro"
unit_skin_name_74401,"Duelista de Llamas"
unit_skin_name_74501,"Vástago de la Noche"
unit_skin_name_74601,"Diosa de la Guerra"
unit_skin_name_74801,"Asesino de Venospora"
unit_skin_name_74901,"El Rey Caballero"
unit_skin_name_76201,"Guerrero Radiante"
unit_skin_name_77801,Serafín
unit_skin_name_84501,"Señor de las Mareas"
unit_skin_name_84601,Blazeking
rank_index_1,1st
unit_skin_name_84701,"Hoja Roja"
rank_index_2,2nd
rank_index_3,3rd
task_context_210008,"Mejora los edificios <color=#EC6D26>{0}</color> veces"
task_context_210009,"Gana 3 estrellas en Aventura <color=#EC6D26>{0}</color> veces"
unit_skin_name_63701,"Caballero Grifo"
task_context_210010,"Recibe <color=#EC6D26>{0}</color> Gemas al construir"
unit_skin_name_63801,Geomante
task_context_210011,"Recibe <color=#EC6D26>{0}</color> Monedas por construir"
unit_skin_name_70301,"Reina de Hielo"
task_context_210012,"Recibe <color=#EC6D26>{0}</color> madera de la construcción"
unit_skin_name_70401,"Doncella de la Tormenta"
unit_skin_name_70501,"Señor de las Alas de Fuego"
unit_skin_name_71201,"La Espada de la Tierra"
unit_skin_name_71101,"Tirador de Huesos"
unit_skin_name_70601,"Apóstol de la Luz de las Estrellas"
unit_skin_name_70801,"Reina de la Luna Oscura"
unit_sort_attr_31,Clase
unit_sort_attr_37,Calidad
task_context_240010,"Recibe <color=#EC6D26>{0}</color> Gemas al construir"
task_context_240011,"Recibe <color=#EC6D26>{0}</color> Monedas por construir"
task_context_240012,"Recibe <color=#EC6D26>{0}</color> madera de la construcción"
task_context_100012,"Mejora <color=#EC6D26>{0}</color>  tropas legendarias al <color=#EC6D26>Lv6</color>"
chat_font_setting_title,"Tamaño de Fuente del Chat"
task_context_210001,"Inicia sesión durante <color=#EC6D26>{0}</color> días"
overworld_tile_level_1,Lv.1
task_context_250002,"Abrir <color=#EC6D26>{0}</color> cofres de botín"
task_context_210002,"Mejora tropas míticas <color=#EC6D26>{0}</color>  veces"
overworld_tile_level_2,Lv.2
application_place_holder,"Escriba un mensaje"
task_context_250003,"Obtén cualquier tropa <color=#EC6D26>{0}</color> veces"
overworld_tile_level_4,Lv.4
task_context_210003,"Gana <color=#EC6D26>{0}</color> trofeos en JcJ"
overworld_tile_level_5,Lv.5
overworld_tile_level_6,Lv.6
task_context_100002,"Gasta <color=#EC6D26>{0}</color> de Energía verde"
overworld_tile_level_7,Lv.7
overworld_tile_level_11,"Cryo & Ember"
task_context_100001,"Gasta <color=#EC6D26>{0}</color> oro"
task_context_250004,"Mejora cualquier tropa <color=#EC6D26>{0}</color> veces"
task_context_90011,"Gana <color=#EC6D26>{0}</color> trofeos en JcJ"
task_context_90012,"Obtén cualquier tropa <color=#EC6D26>{0}</color> veces"
task_context_210004,"Completa la Ola 40 en modo cooperativo un total de <color=#EC6D26>{0}</color> veces"
task_context_100003,"Abre <color=#EC6D26>{0}</color> la hora de la suerte en el reclutamiento de tropas"
task_context_100004,"Abre cofres de botín <color=#EC6D26>{0}</color>"
task_context_100005,"Obtén <color=#EC6D26>{0}</color> tropas raras mediante Fusión"
task_context_100006,"Obtén <color=#EC6D26>{0}</color> tropas épicas mediante Fusión"
task_context_100007,"Obtén <color=#EC6D26>{0}</color> tropas legendarias mediante Fusión"
task_context_100008,"Obtén <color=#EC6D26>{0}</color> tropas míticas mediante Fusión"
task_context_100009,"Mejora las tropas comunes <color=#EC6D26>{0}</color> al <color=#EC6D26>nivel 6</color>"
task_context_100010,"Mejora las tropas raras <color=#EC6D26>{0}</color> a <color=#EC6D26>Nivel 6</color>"
task_context_100011,"Mejora las tropas épicas <color=#EC6D26>{0}</color> a <color=#EC6D26>nivel 6</color>"
task_context_250005,"Derrota <color=#EC6D26>{0}</color> enemigos en Modo Aventura, Cooperativo o Arena"
task_context_210005,"Gasta <color=#EC6D26>{0}</color> de Energía verde"
gameplay_tag_desc_4,PVE
res_name_457,"Regalo del Pase de Batalla"
task_context_250006,"Abre <color=#EC6D26>{0}</color> la hora de la suerte en el reclutamiento de tropas"
task_context_210006,"Gana <color=#EC6D26>{0}</color> batallas de arena"
res_name_357,"Regalo del Pase de Batalla"
task_context_240001,"Inicia sesión durante <color=#EC6D26>{0}</color> días"
task_context_210007,"Usa Hechizo de Curación <color=#EC6D26>{0}</color> veces en la Arena"
task_context_240002,"Mejora tropas míticas <color=#EC6D26>{0}</color>  veces"
task_context_240003,"Gana <color=#EC6D26>{0}</color> trofeos en JcJ"
task_context_240004,"Completa la Ola 40 en modo cooperativo un total de <color=#EC6D26>{0}</color> veces"
task_context_240005,"Gasta <color=#EC6D26>{0}</color> de Energía verde"
task_context_240006,"Gana <color=#EC6D26>{0}</color> batallas de arena"
task_context_200001,"Inicia sesión durante <color=#EC6D26>{0}</color> días"
task_context_200002,"Abrir <color=#EC6D26>{0}</color> cofres de botín"
task_context_200003,"Obtén cualquier tropa <color=#EC6D26>{0}</color> veces"
task_context_200004,"Mejora cualquier tropa <color=#EC6D26>{0}</color> veces"
task_context_200005,"Derrota <color=#EC6D26>{0}</color> enemigos en Modo Aventura, Cooperativo o Arena"
task_context_200006,"Abre <color=#EC6D26>{0}</color> la hora de la suerte en el reclutamiento de tropas"
task_context_240007,"Usa Hechizo de Curación <color=#EC6D26>{0}</color> veces en la Arena"
task_context_240008,"Mejora los edificios <color=#EC6D26>{0}</color> veces"
task_context_240009,"Gana 3 estrellas en Aventura <color=#EC6D26>{0}</color> veces"
task_context_90010,"Juega a Infinite War <color=#EC6D26>{0}</color> veces"
task_context_64007,"Inflige <color=#EC6D26>{0}</color> de daño usando Buscador de Luz o Nigromante en Arena"
task_context_54004,"Juega a la caza <color=#EC6D26>{0}</color> veces con Buscador de Luz o Nigromante"
task_group_title_22_0,"Misión de facción"
task_context_54001,"Inflige <color=#EC6D26>{0}</color> de daño usando Buscador de Luz o Nigromante"
task_context_64008,"Inflige <color=#EC6D26>{0}</color> de daño usando Buscador de Luz o Nigromante en Caza"
task_context_54002,"Juega al modo aventura <color=#EC6D26>{0}</color> veces con Buscador de Luz o Nigromante"
task_context_54003,"Juega Arena <color=#EC6D26>{0}</color> veces con Buscador de Luz o Nigromante"
game_mode_name_33,"Adivinanza Diaria"
task_context_54005,"Juega Infinite War <color=#EC6D26>{0}</color> veces con Buscador de Luz o Nigromante"
task_context_80002,"Gasta un total de <color=#EC6D26>{0}</color> Gemas"
task_context_64006,"Inflige <color=#EC6D26>{0}</color> de daño usando Buscador de Luz o Nigromante en el Modo Aventura."
task_context_54010,"Participa en <color=#EC6D26>{0}</color> Adivinanza Diaria"
task_context_54011,"Adivina correctamente en <color=#EC6D26>{0}</color> Adivina el día"
task_context_64001,"Inflige <color=#EC6D26>{0}</color> de daño usando Buscador de Luz o Nigromante"
task_context_64002,"Juega al modo aventura <color=#EC6D26>{0}</color> veces con Buscador de Luz o Nigromante"
task_context_64005,"Juega Infinite War <color=#EC6D26>{0}</color> veces con Buscador de Luz o Nigromante"
task_context_64003,"Juega Arena <color=#EC6D26>{0}</color> veces con Buscador de Luz o Nigromante"
task_context_64004,"Juega a la caza <color=#EC6D26>{0}</color> veces con Buscador de Luz o Nigromante"
task_context_64009,"Inflige <color=#EC6D26>{0}</color> de daño usando Buscador de Luz o Nigromante en Infinite War"
task_context_64010,"Participa en <color=#EC6D26>{0}</color> Adivinanza Diaria"
task_context_64011,"Adivina correctamente en <color=#EC6D26>{0}</color> Adivina el día"
gameplay_tag_desc_5,PVP
task_context_63019,"Adivina correctamente en <color=#EC6D26>{0}</color> Adivina el día"
task_context_63018,"Participa en <color=#EC6D26>{0}</color> Adivinanza Diaria"
task_context_63017,"Obtener <color=#EC6D26>{0}</color> Nigromante"
task_context_53016,"Obtener <color=#EC6D26>{0}</color> Buscador de Luz"
task_context_63016,"Obtener <color=#EC6D26>{0}</color> Nigromante"
camp_season_buff_desc_1,Blazeking
camp_season_buff_desc_2,"Señor de las Mareas"
res_name_1154,Blazeking
camp_season_buff_bubble_desc_1,Blazeking
task_context_62009,"Adivina correctamente en <color=#EC6D26>{0}</color> Adivina el día"
camp_season_buff_bubble_desc_2,"Señor de las Mareas"
task_context_62008,"Participa en <color=#EC6D26>{0}</color> Adivinanza Diaria"
task_context_53017,"Obtener <color=#EC6D26>{0}</color> Buscador de Luz"
task_context_53019,"Adivina correctamente en <color=#EC6D26>{0}</color> Adivina el día"
task_context_53018,"Participa en <color=#EC6D26>{0}</color> Adivinanza Diaria"
res_name_1254,"Señor de las Mareas"
chatBubble_frame_access_13,"Paquete de estilo navideño I Exclusivo"
chatBubble_frame_access_14,"Paquete de estilo navideño II Exclusivo"
chatBubble_frame_access_12,"Exclusivo para el Pase de Temporada de Dragon Clash."
lay_pref_title,Preferencia
deploy_btn,Desplegar
task_context_90001,"Inicia sesión durante <color=#EC6D26>{0}</color> días"
task_context_90002,"Recibe <color=#EC6D26>{0}</color> Gemas al construir"
task_context_90003,"Recibe <color=#EC6D26>{0}</color> Monedas por construir"
task_context_90004,"Recibe <color=#EC6D26>{0}</color> madera de la construcción"
task_context_90005,"Derrota <color=#EC6D26>{0}</color> enemigos en Modo Aventura, Cooperativo o Arena"
task_context_90006,"Juega el modo cooperativo <color=#EC6D26>{0}</color> veces"
task_context_90007,"Juega el Modo Aventura <color=#EC6D26>{0}</color> veces"
task_context_90008,"Juega batallas PVP <color=#EC6D26>{0}</color> veces"
task_context_90009,"Juega a Cazar <color=#EC6D26>{0}</color> veces"
task_context_13245,"Usa Flanqueo para luchar <color=#EC6D26>{0}</color> veces en la Arena."
task_context_13252,"Usa tropas comunes para infligir más de <color=#EC6D26>{0}</color> de daño en Aventura"
task_group_info_21,"Misiones diarias de facción de varias etapas. ¡Colabora con tu facción para completar etapas y ganar puntos!"
task_context_13246,"Usa Puñalada para luchar <color=#EC6D26>{0}</color> veces en la Arena"
task_context_13247,"Usa Dividir para luchar <color=#EC6D26>{0}</color> veces en la Arena."
task_context_13248,"Usa Tanque para infligir más de <color=#EC6D26>{0}</color> de daño en Aventura"
task_context_13249,"Usa Tanque para infligir más de <color=#EC6D26>{0}</color> de daño en la Arena"
task_context_13250,"Usa Tanque para causar más de <color=#EC6D26>{0}</color> de daño en Caza"
task_context_13251,"Usa Tanque para infligir más de <color=#EC6D26>{0}</color> de daño en Guerra Infinita."
attr_val_10001_7,Soltero
task_context_13254,"Usa tropas épicas para causar más de <color=#EC6D26>{0}</color> de daño en la Arena"
task_context_13215,"Mejora las tropas raras <color=#EC6D26>{0}</color> a <color=#EC6D26>Nivel 6</color>"
task_context_13255,"Causa más de <color=#EC6D26>{0}</color>  de daño en la Arena con tropas legendarias"
task_context_13256,"Usa tropas míticas para causar más de <color=#EC6D26>{0}</color> de daño en la Arena."
task_context_13257,"Usa tropas épicas para infligir más de <color=#EC6D26>{0}</color> de daño en la Caza."
task_context_13216,"Mejora las tropas épicas <color=#EC6D26>{0}</color> a <color=#EC6D26>nivel 6</color>"
task_context_13258,"Usa Tropas Legendarias para infligir más de <color=#EC6D26>{0}</color> de daño en la Caza"
task_context_13259,"Usa las Tropas Míticas para causar más de <color=#EC6D26>{0}</color> de daño en la Cacería"
task_context_13261,"Usa tropas legendarias para infligir más de <color=#EC6D26>{0}</color> de daño en la Guerra Infinita."
task_context_13262,"Usa tropas míticas para infligir más de <color=#EC6D26>{0}</color> de daño en la Guerra Infinita."
task_context_13263,"Usa Oráculo para causar más de <color=#EC6D26>{0}</color> de daño en la Arena"
task_context_13264,"Usa Maestro del Veneno para infligir más de <color=#EC6D26>{0}</color> de daño en la Guerra Infinita."
task_group_title_21,"Misión de facción"
task_context_13265,"Usa Mago de Llamas para infligir más de <color=#EC6D26>{0}</color> de daño en Cacería."
notification_title_4,"Recurso completo"
task_context_13237,"Obtén <color=#EC6D26>{0}</color> tropas épicas mediante Fusión"
task_context_80003,"Gasta un total de <color=#EC6D26>{0}</color> Gemas"
notification_title_3,"Recurso completo"
task_group_title_21_0,"Misión de facción"
