Key,Content
peak_league_rule_desc,"Welcome to the Peak League!

Commanders who reach <color=#EC6D26>high Arena ranks</color> will qualify for the Peak League.

  The Peak League opens alongside the <color=#EC6D26>Arena Season</color>.
  The first 7 days of the season are the <color=#EC6D26>Registration Phase</color>. Qualified players will be <color=#EC6D26>automatically registered</color>, and may cancel registration at any time.
  The last 7 days are the <color=#EC6D26>Battle Phase</color>. Challenge other commanders and compete for more Crowns!

Attack Rules:
  1. Commanders in the league receive <color=#EC6D26>8 challenge attempts</color> each day.
  2. Please confirm your lineup before matchmaking. Soldiers <color=#EC6D26>cannot be changed</color> after a match is found.
  3. After matchmaking succeeds, battle must begin within <color=#EC6D26>180s</color>. Failing to start or leaving mid-battle counts as a defeat.
  4. Defeats grant <color=#EC6D26>no</color> points and deduct <color=#EC6D26>no</color> points.
  5. Battle points are calculated based on your <color=#EC6D26>Destruction Rate</color>. Higher Destruction Rates earn more points!

Defense Rules:
  1. Defenders must set up 3 defensive lineups to guard <color=#EC6D26>3 defense zones</color>.
  2. Each defense zone has a <color=#EC6D26>unique effect</color> that only applies to defenders.
  3. Attackers will <color=#EC6D26>randomly encounter</color> 1 of the 3 defensive lineups during matchmaking."
league_sign_up_cancel_registration_desc,"[color=#EC6D26]Cancel registration[/color]? You can register again before the match starts."
emoji_name_1027,"Barbarian Tyrant: One Claw!"
notification_title_9,"Clan Mention"
emoji_name_1028,"Melody Weaver: Drop the Beat!"
emoji_name_1029,"Firepower Vanguard: Target Locked!"
emoji_name_1030,"Gryphon Knight: Dropping In!"
emoji_name_1031,"Ripple Wizard: In the Zone!"
unit_skill_name_1617_1_tag,8s
emoji_name_1032,"Darkmoon Queen: Spotlight on!"
light_dark_pack_title_2,"Light Skin Pack"
light_dark_pack_title_4,"Dark Skin Pack"
light_dark_pack_desc_2,"Clad in light, sweep away the dark!"
light_dark_pack_desc_4,"Night falls—devour the light!"
rank_index_4,4th
team_err_620,"The team is full"
battle_strategy_title,Tactics
emoji_name_1006,"Flame Duelist: Back off!"
emoji_name_1009,"Goddess of War: Unforgivable!"
camp_season_faction_left_2,"Light Seeker"
emoji_name_1010,"Goddess of War: Lovin' it!"
camp_season_faction_right_2,Necromancer
emoji_name_1011,"Goddess of War: Over here!"
chatBubble_frame_name_18,"Light Edge"
chatBubble_frame_name_19,"Necro Invasion"
emoji_name_1025,"Geomancer: Victory Secured!"
emoji_name_1026,"Mist Archer: Range Confirmed!"
unit_skill_name_1603_1_tag,8s
task_context_250001,"Log in for <color=#EC6D26>{0}</color> days"
unit_skin_name_73401,"Nine-Tailed Fox"
unit_skin_name_73601,"Melody Weaver"
unit_skin_name_73801,"Ripple Wizard"
unit_skin_name_73501,"Woodland Guardian"
unit_skill_name_1604_1_tag,5s
unit_skill_name_1601_1_tag,5s
unit_skill_name_1602_1_tag,8s
unit_skin_name_73901,"Fury Cannoneer"
unit_skill_name_1605_1_tag,8s
unit_skin_name_74001,"Firepower Vanguard"
unit_skill_name_1606_1_tag,5s
unit_skill_name_1607_1_tag,5s
unit_skill_name_1608_1_tag,5s
unit_skin_name_74101,"Mist Archer"
overworld_tile_level_3,Lv.3
unit_skill_name_1609_1_tag,5s
unit_skill_name_1610_1_tag,8s
unit_skin_name_74201,"Jungle Ranger"
unit_skin_name_74301,"Barbarian Tyrant"
unit_skin_name_74401,"Flame Duelist"
unit_skin_name_74501,"Night Scion"
unit_skin_name_74601,"Goddess of War"
unit_skin_name_74801,"Venospore Killer"
unit_skin_name_74901,"The Knight King"
unit_skin_name_76201,"Radiant Warrior"
unit_skin_name_77801,Seraph
unit_skin_name_84501,"Tide Lord"
unit_skin_name_84601,Blazeking
rank_index_1,1st
unit_skin_name_84701,"Red Blade"
rank_index_2,2nd
rank_index_3,3rd
task_context_210008,"Upgrade buildings <color=#EC6D26>{0}</color> times"
task_context_210009,"Earn 3 Stars in Adventure <color=#EC6D26>{0}</color> times"
unit_skin_name_63701,"Gryphon Knight"
task_context_210010,"Receive <color=#EC6D26>{0}</color> Gems from building"
unit_skin_name_63801,Geomancer
task_context_210011,"Receive <color=#EC6D26>{0}</color> Coins from building"
unit_skin_name_70301,"Frost Queen"
task_context_210012,"Receive <color=#EC6D26>{0}</color> Wood from the sawmill"
unit_skin_name_70401,"Storm Maiden"
unit_skin_name_70501,"Blazewing Lord"
unit_skin_name_71201,"The Blade of Earth"
unit_skin_name_71101,"Bone Marksman"
unit_skin_name_70601,"Starlight Apostle"
unit_skin_name_70801,"Darkmoon Queen"
unit_sort_attr_31,Class
unit_sort_attr_37,Quality
task_context_240010,"Receive <color=#EC6D26>{0}</color> Gems from building"
task_context_240011,"Receive <color=#EC6D26>{0}</color> Coins from building"
task_context_240012,"Receive <color=#EC6D26>{0}</color> Wood from the sawmill"
task_context_100012,"Upgrade <color=#EC6D26>{0}</color>  Legendary Troops to <color=#EC6D26>Lv6</color>"
chat_font_setting_title,"Chat Font Size"
task_context_210001,"Log in for <color=#EC6D26>{0}</color> days"
overworld_tile_level_1,Lv.1
task_context_250002,"Open <color=#EC6D26>{0}</color> Loot Chests"
task_context_210002,"Upgrade Mythic troops <color=#EC6D26>{0}</color>  times"
overworld_tile_level_2,Lv.2
application_place_holder,"Enter a message"
task_context_250003,"Obtain <color=#EC6D26>{0}</color> troops"
overworld_tile_level_4,Lv.4
task_context_210003,"Earn <color=#EC6D26>{0}</color> Trophies in PVP"
overworld_tile_level_5,Lv.5
overworld_tile_level_6,Lv.6
task_context_100002,"Spend <color=#EC6D26>{0}</color> Green Energy"
overworld_tile_level_7,Lv.7
overworld_tile_level_11,"Cryo & Ember"
task_context_100001,"Spend <color=#EC6D26>{0}</color> Gold"
task_context_250004,"Upgrade any troop <color=#EC6D26>{0}</color> times"
task_context_90011,"Earn <color=#EC6D26>{0}</color> Trophies in PVP"
task_context_90012,"Obtain <color=#EC6D26>{0}</color> troops"
task_context_210004,"Clear Wave 40 in Co-op Mode a total of <color=#EC6D26>{0}</color> times"
task_context_100003,"Open <color=#EC6D26>{0}</color> Lucky Time in Troop Recruitment"
task_context_100004,"Open <color=#EC6D26>{0}</color> Loot Chests"
task_context_100005,"Obtain <color=#EC6D26>{0}</color> Rare Troops by Fusion"
task_context_100006,"Obtain <color=#EC6D26>{0}</color> Epic Troops by Fusion"
task_context_100007,"Obtain <color=#EC6D26>{0}</color> Legendary Troops by Fusion"
task_context_100008,"Obtain <color=#EC6D26>{0}</color> Mythic Troops by Fusion"
task_context_100009,"Upgrade <color=#EC6D26>{0}</color> Common Troops to <color=#EC6D26>Lv6</color>"
task_context_100010,"Upgrade <color=#EC6D26>{0}</color> Rare Troops to <color=#EC6D26>Lv6</color>"
task_context_100011,"Upgrade <color=#EC6D26>{0}</color> Epic Troops to <color=#EC6D26>Lv6</color>"
task_context_250005,"Defeat <color=#EC6D26>{0}</color> Enemies in Adventure, Co-op or Arena"
task_context_210005,"Spend <color=#EC6D26>{0}</color> Green Energy"
gameplay_tag_desc_4,PVE
res_name_457,"Battle Pass Gift"
task_context_250006,"Open <color=#EC6D26>{0}</color> Lucky Time in Troop Recruitment"
task_context_210006,"Win <color=#EC6D26>{0}</color> Arena Battles"
res_name_357,"Battle Pass Gift"
task_context_240001,"Log in for <color=#EC6D26>{0}</color> days"
task_context_210007,"Use Healing Spell <color=#EC6D26>{0}</color> times in Arena"
task_context_240002,"Upgrade Mythic troops <color=#EC6D26>{0}</color>  times"
task_context_240003,"Earn <color=#EC6D26>{0}</color> Trophies in PVP"
task_context_240004,"Clear Wave 40 in Co-op Mode a total of <color=#EC6D26>{0}</color> times"
task_context_240005,"Spend <color=#EC6D26>{0}</color> Green Energy"
task_context_240006,"Win <color=#EC6D26>{0}</color> Arena Battles"
task_context_200001,"Log in for <color=#EC6D26>{0}</color> days"
task_context_200002,"Open <color=#EC6D26>{0}</color> Loot Chests"
task_context_200003,"Obtain <color=#EC6D26>{0}</color> troops"
task_context_200004,"Upgrade any troop <color=#EC6D26>{0}</color> times"
task_context_200005,"Defeat <color=#EC6D26>{0}</color> Enemies in Adventure, Co-op or Arena"
task_context_200006,"Open <color=#EC6D26>{0}</color> Lucky Time in Troop Recruitment"
task_context_240007,"Use Healing Spell <color=#EC6D26>{0}</color> times in Arena"
task_context_240008,"Upgrade buildings <color=#EC6D26>{0}</color> times"
task_context_240009,"Earn 3 Stars in Adventure <color=#EC6D26>{0}</color> times"
task_context_90010,"Play Infinite War <color=#EC6D26>{0}</color> times"
task_context_64007,"Deal <color=#EC6D26>{0}</color> damage using Light Seeker or Necromancer in Arena"
task_context_54004,"Play Hunting <color=#EC6D26>{0}</color> times with Light Seeker or Necromancer"
task_group_title_22_0,"Faction Quest"
task_context_54001,"Deal <color=#EC6D26>{0}</color> damage using Light Seeker or Necromancer"
task_context_64008,"Deal <color=#EC6D26>{0}</color> damage using Light Seeker or Necromancer in Hunting"
task_context_54002,"Play Adventure Mode <color=#EC6D26>{0}</color> times with Light Seeker or Necromancer"
task_context_54003,"Play Arena <color=#EC6D26>{0}</color> times with Light Seeker or Necromancer"
game_mode_name_33,"Daily Guess"
task_context_54005,"Play Infinite War <color=#EC6D26>{0}</color> times with Light Seeker or Necromancer"
task_context_80002,"Spend a total of <color=#EC6D26>{0}</color> Gems"
task_context_64006,"Deal <color=#EC6D26>{0}</color> damage using Light Seeker or Necromancer in Adventure Mode"
task_context_54010,"Participate in <color=#EC6D26>{0}</color> Daily Guess"
task_context_54011,"Guess correctly in <color=#EC6D26>{0}</color> Daily Guess"
task_context_64001,"Deal <color=#EC6D26>{0}</color> damage using Light Seeker or Necromancer"
task_context_64002,"Play Adventure Mode <color=#EC6D26>{0}</color> times with Light Seeker or Necromancer"
task_context_64005,"Play Infinite War <color=#EC6D26>{0}</color> times with Light Seeker or Necromancer"
task_context_64003,"Play Arena <color=#EC6D26>{0}</color> times with Light Seeker or Necromancer"
task_context_64004,"Play Hunting <color=#EC6D26>{0}</color> times with Light Seeker or Necromancer"
task_context_64009,"Deal <color=#EC6D26>{0}</color> damage using Light Seeker or Necromancer in Infinite War"
task_context_64010,"Participate in <color=#EC6D26>{0}</color> Daily Guess"
task_context_64011,"Guess correctly in <color=#EC6D26>{0}</color> Daily Guess"
gameplay_tag_desc_5,PVP
task_context_63019,"Guess correctly in <color=#EC6D26>{0}</color> Daily Guess"
task_context_63018,"Participate in <color=#EC6D26>{0}</color> Daily Guess"
task_context_63017,"Obtain <color=#EC6D26>{0}</color> Necromancer"
task_context_53016,"Obtain <color=#EC6D26>{0}</color> Light Seeker"
task_context_63016,"Obtain <color=#EC6D26>{0}</color> Necromancer"
camp_season_buff_desc_1,Blazeking
camp_season_buff_desc_2,"Tide Lord"
res_name_1154,Blazeking
camp_season_buff_bubble_desc_1,Blazeking
task_context_62009,"Guess correctly in <color=#EC6D26>{0}</color> Daily Guess"
camp_season_buff_bubble_desc_2,"Tide Lord"
task_context_62008,"Participate in <color=#EC6D26>{0}</color> Daily Guess"
task_context_53017,"Obtain <color=#EC6D26>{0}</color> Light Seeker"
task_context_53019,"Guess correctly in <color=#EC6D26>{0}</color> Daily Guess"
task_context_53018,"Participate in <color=#EC6D26>{0}</color> Daily Guess"
res_name_1254,"Tide Lord"
chatBubble_frame_access_13,"Christmas Style Pack I Exclusive"
chatBubble_frame_access_14,"Christmas Style Pack II Exclusive"
chatBubble_frame_access_12,"Exclusive to the Dragon Clash Season Pass."
lay_pref_title,Preference
deploy_btn,Deploy
task_context_90001,"Log in for <color=#EC6D26>{0}</color> days"
task_context_90002,"Receive <color=#EC6D26>{0}</color> Gems from building"
task_context_90003,"Receive <color=#EC6D26>{0}</color> Coins from building"
task_context_90004,"Receive <color=#EC6D26>{0}</color> Wood from the sawmill"
task_context_90005,"Defeat <color=#EC6D26>{0}</color> Enemies in Adventure, Co-op or Arena"
task_context_90006,"Play Co-op Mode <color=#EC6D26>{0}</color> times"
task_context_90007,"Play Adventure Mode <color=#EC6D26>{0}</color> times"
task_context_90008,"Play PVP Battles <color=#EC6D26>{0}</color> times"
task_context_90009,"Play Hunting <color=#EC6D26>{0}</color> times"
task_context_13245,"Use Outflank to fight <color=#EC6D26>{0}</color> times in the Arena"
task_context_13252,"Use Common Troops deal over <color=#EC6D26>{0}</color> damage in Adventure"
task_group_info_21,"Daily multi-stage Faction Quests. Work with your faction to complete stages and earn points!"
task_context_13246,"Use Backstab to fight <color=#EC6D26>{0}</color> times in the Arena"
task_context_13247,"Use Split to fight <color=#EC6D26>{0}</color> times in the Arena"
task_context_13248,"Use Tanks deal over <color=#EC6D26>{0}</color> damage in Adventure"
task_context_13249,"Use Tanks deal over <color=#EC6D26>{0}</color> damage in Arena"
task_context_13250,"Use Tanks deal over <color=#EC6D26>{0}</color> damage in Hunt"
task_context_13251,"Use Tanks deal over <color=#EC6D26>{0}</color> damage in Infinite War"
attr_val_10001_7,Single
task_context_13254,"Use Epic Troops deal over <color=#EC6D26>{0}</color> damage in Arena"
task_context_13215,"Upgrade <color=#EC6D26>{0}</color> Rare Troops to <color=#EC6D26>Lv6</color>"
task_context_13255,"Use Legendary Troops deal over <color=#EC6D26>{0}</color>  damage in Arena"
task_context_13256,"Use Mythic Troops deal over <color=#EC6D26>{0}</color> damage in Arena"
task_context_13257,"Use Epic Troops deal over <color=#EC6D26>{0}</color> damage in Hunt"
task_context_13216,"Upgrade <color=#EC6D26>{0}</color> Epic Troops to <color=#EC6D26>Lv6</color>"
task_context_13258,"Use Legendary Troops deal over <color=#EC6D26>{0}</color> damage in Hunt"
task_context_13259,"Use Mythic Troops deal over <color=#EC6D26>{0}</color> damage in Hunt"
task_context_13261,"Use Legendary Troops deal over <color=#EC6D26>{0}</color> damage in Infinite War"
task_context_13262,"Use Mythic Troops deal over <color=#EC6D26>{0}</color> damage in Infinite War"
task_context_13263,"Use Oracle deal over <color=#EC6D26>{0}</color> damage in Arena"
task_context_13264,"Use Poison Master deal over <color=#EC6D26>{0}</color> damage in Infinite War"
task_group_title_21,"Faction Quest"
task_context_13265,"Use Flame Mage deal over <color=#EC6D26>{0}</color> damage in Hunt"
notification_title_4,"Resource Full"
task_context_13237,"Obtain <color=#EC6D26>{0}</color> Epic Troops by Fusion"
task_context_80003,"Spend a total of <color=#EC6D26>{0}</color> Gems"
notification_title_3,"Resource Full"
task_group_title_21_0,"Faction Quest"
notification_title_6,"Energy Restored"
task_context_80004,"Spend a total of <color=#EC6D26>{0}</color> Gems"
attr_val_10001_9,Single
task_context_80005,"Spend a total of <color=#EC6D26>{0}</color> Gems"
notification_title_7,"Energy Restored"
task_context_11119,"Use Fireball <color=#EC6D26>{0}</color> times in Arena"
task_context_11020,"Win <color=#EC6D26>{0}</color> Arena Battles"
task_context_11021,"Use Healing Spell <color=#EC6D26>{0}</color> times in Arena"
task_context_80006,"Spend a total of <color=#EC6D26>{0}</color> Gems"
task_context_80007,"Spend a total of <color=#EC6D26>{0}</color> Gems"
task_context_13238,"Obtain <color=#EC6D26>{0}</color> Legendary Troops by Fusion"
chatBubble_frame_access_11,"Exclusive to the Dragon Clash Season Pass."
task_context_13239,"Obtain <color=#EC6D26>{0}</color> Mythic Troops by Fusion"
task_context_80008,"Spend a total of <color=#EC6D26>{0}</color> Gems"
task_context_80009,"Spend a total of <color=#EC6D26>{0}</color> Gems"
task_context_13241,"Obtain <color=#EC6D26>{0}</color> Epic or higher Troops by Fusion"
task_context_80010,"Spend a total of <color=#EC6D26>{0}</color> Gems"
task_context_13242,"Deal over 2M damage in Hunt a total of <color=#EC6D26>{0}</color> times"
task_context_13244,"Use Charge to fight <color=#EC6D26>{0}</color> times in the Arena"
battle_finish_error_msg,"Unable to connect to the server, please check your network connection and try again."
battle_finish_error,"Connection Error"
task_context_13159,"Use Mythic Troops deal over <color=#EC6D26>{0}</color> damage in Infinite War"
game_mode_name_86,Training
task_context_13148,"Use Tanks deal over <color=#EC6D26>{0}</color> damage in Infinite War"
task_context_13207,"Upgrade Rare troops <color=#EC6D26>{0}</color> times"
task_context_13231,"Win <color=#EC6D26>{0}</color> Arena Battles"
task_context_13150,"Use Rare Troops deal over <color=#EC6D26>{0}</color> damage in Adventure"
task_context_13222,"Open <color=#EC6D26>{0}</color> Lucky Time in Troop Recruitment"
task_context_13253,"Use Rare Troops deal over <color=#EC6D26>{0}</color> damage in Adventure"
task_context_13157,"Use Epic Troops deal over <color=#EC6D26>{0}</color> damage in Infinite War"
task_context_13205,"Upgrade any troop <color=#EC6D26>{0}</color> times"
task_context_13204,"Obtain <color=#EC6D26>{0}</color> troops"
task_context_13218,"Upgrade <color=#EC6D26>{0}</color> Mythic Troops to <color=#EC6D26>Lv6</color>"
task_context_13232,"Use Healing Spell <color=#EC6D26>{0}</color> times in Arena"
task_context_13203,"Spend <color=#EC6D26>{0}</color> Gold"
task_context_13208,"Upgrade Epic troops <color=#EC6D26>{0}</color> times"
task_context_13202,"Spend <color=#EC6D26>{0}</color> Gems"
task_context_13226,"Defeat <color=#EC6D26>{0}</color> Enemies in Adventure, Co-op or Arena"
task_context_13223,"Receive <color=#EC6D26>{0}</color> Gems from building"
task_context_13050,"Use Oracle deal over <color=#EC6D26>{0}</color> damage in Arena"
task_context_13217,"Upgrade <color=#EC6D26>{0}</color>  Legendary Troops to <color=#EC6D26>Lv6</color>"
task_context_13149,"Use Common Troops deal over <color=#EC6D26>{0}</color> damage in Adventure"
task_context_13233,"Use Fireball <color=#EC6D26>{0}</color> times in Arena"
task_context_13230,"Earn <color=#EC6D26>{0}</color> Trophies in PVP"
task_context_13235,"Play Infinite War <color=#EC6D26>{0}</color> times"
task_context_13260,"Use Epic Troops deal over <color=#EC6D26>{0}</color> damage in Infinite War"
task_context_13229,"Play PVP Battles <color=#EC6D26>{0}</color> times"
task_context_13228,"Play Adventure Mode <color=#EC6D26>{0}</color> times"
